pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[8, 2, 3]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[7, 9, 5]",25,There is only a tick.,0,undefined,response,There is only a note.,True,,,2,There is a circle.,True,True,,2815,"[0, 1]","[2, 8, 5]","[1, 0]",0,1,6600
"[10, 4, 6]",,,exh-only,1,"[2, 0, 0]",1,12.012783333333333,1,"[4, 0, 0]","[1, 3, 5]",25,5 + 8 = ?,1,undefined,response,4 + 6 = ?,False,,,3,There are four clubs.,False,True,,2944,"[0, 1]","[13, 5, 8]","[0, 1]",0,0,10763
"[11, 3, 8]",,,exh-only,0,"[8, 0, 0]",0,12.012783333333333,1,"[2, 0, 0]","[3, 4, 7]",25,7 + 8 = ?,0,undefined,filler,3 + 8 = ?,False,,,3,There are four spades.,False,True,,2335,"[1, 0]","[15, 7, 8]","[1, 0]",1,1,5817
"[11, 3, 8]",,,exh-only,0,"[3, 0, 0]",0,12.012783333333333,2,"[6, 0, 0]","[0, 7, 4]",25,4 + 0 = ?,1,undefined,response,3 + 8 = ?,False,,,3,There is a diamond.,False,False,,1864,"[1, 0]","[4, 4, 0]","[0, 1]",0,1,7335
"[1, 2, 9]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[9, 1, 5]",25,There is a square.,1,undefined,filler,There is a club.,True,,,0,There is a triangle.,True,True,,2054,"[0, 1]","[5, 0, 1]","[0, 1]",1,1,6432
"[1, 9, 5]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[6, 4, 0]",25,There are four clubs.,0,undefined,response,There are four clubs.,True,,,0,There are four stars.,True,True,,2775,"[0, 1]","[1, 3, 2]","[1, 0]",0,1,6392
"[10, 2, 8]",,,exh-only,0,"[7, 0, 0]",0,12.012783333333333,2,"[2, 0, 0]","[4, 7, 1]",25,2 + 6 = ?,0,undefined,filler,2 + 8 = ?,False,,,3,There is a heart.,False,True,,1520,"[1, 0]","[8, 2, 6]","[1, 0]",1,1,4705
"[5, 4, 6]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[8, 7, 6]",25,There is a spade.,1,undefined,filler,There is a square.,True,,,1,There is a note.,True,True,,1752,"[1, 0]","[3, 7, 9]","[0, 1]",1,0,5504
"[3, 8, 0]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[0, 3, 7]",25,Only some of the symbols are squares.,1,undefined,response,Only some of the symbols are spades.,True,,,2,Some of the symbols are diamonds.,True,True,,4519,"[1, 0]","[5, 8, 7]","[0, 1]",0,0,10920
"[6, 1, 8]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[1, 4, 6]",25,There are only four triangles.,0,undefined,filler,There are only four stars.,True,,,2,There are four clubs.,True,True,,2112,"[0, 1]","[9, 0, 1]","[1, 0]",1,1,6688
"[5, 6, 3]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[9, 1, 4]",25,There are only four triangles.,1,undefined,response,There are only four squares.,True,,,2,There are four triangles.,True,True,,1648,"[1, 0]","[9, 6, 0]","[0, 1]",0,0,4977
"[7, 3, 1]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[8, 6, 9]",25,There is a heart.,1,undefined,response,There is a circle.,True,,,1,There is a note.,True,True,,1210,"[0, 1]","[4, 3, 5]","[0, 1]",0,1,3999
"[6, 1, 5]",,,exh-only,0,"[4, 0, 0]",1,12.012783333333333,0,"[3, 0, 0]","[8, 0, 6]",25,0 + 3 = ?,0,undefined,response,1 + 5 = ?,False,,,3,Some of the symbols are notes.,True,False,,3183,"[1, 0]","[3, 0, 3]","[1, 0]",0,0,6087
"[8, 2, 6]",,,exh-only,1,"[9, 0, 0]",1,12.012783333333333,1,"[4, 0, 0]","[5, 6, 9]",25,0 + 8 = ?,0,undefined,response,2 + 6 = ?,False,,,3,There are four squares.,False,False,,2663,"[0, 1]","[8, 0, 8]","[1, 0]",0,0,5999
"[4, 0, 9]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[4, 8, 2]",25,Only some of the symbols are clubs.,0,undefined,response,Only some of the symbols are hearts.,False,,,2,Some of the symbols are hearts.,True,False,,5760,"[0, 1]","[1, 7, 5]","[1, 0]",0,1,10705
"[7, 9, 3]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[4, 7, 3]",25,There is a club.,0,undefined,response,There is a circle.,True,,,1,There is a heart.,True,True,,1551,"[0, 1]","[1, 7, 4]","[1, 0]",0,1,4944
"[7, 6, 2]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[5, 9, 4]",25,There are four clubs.,1,undefined,filler,There are four circles.,True,,,0,There are four squares.,True,True,,1856,"[1, 0]","[1, 7, 2]","[0, 1]",1,0,6776
"[0, 9, 8]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[2, 9, 4]",25,There is only a triangle.,1,undefined,filler,There is only a diamond.,True,,,2,There is a tick.,True,True,,1326,"[1, 0]","[9, 5, 8]","[0, 1]",1,0,4975
"[3, 6, 7]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[2, 9, 5]",25,There are four triangles.,1,undefined,filler,There are four spades.,True,,,1,There are four ticks.,True,True,,1704,"[1, 0]","[9, 7, 5]","[0, 1]",1,0,6513
"[8, 3, 5]",,,exh-only,1,"[2, 0, 0]",0,12.012783333333333,1,"[7, 0, 0]","[2, 1, 0]",25,3 + 4 = ?,1,undefined,response,3 + 5 = ?,False,,,3,There are four ticks.,True,False,,2206,"[0, 1]","[7, 3, 4]","[0, 1]",0,1,5520
"[11, 6, 5]",,,exh-only,0,"[7, 0, 0]",0,12.012783333333333,0,"[2, 0, 0]","[4, 1, 3]",25,9 + 1 = ?,1,undefined,filler,6 + 5 = ?,False,,,3,Some of the symbols are hearts.,False,False,,2496,"[1, 0]","[10, 9, 1]","[0, 1]",1,1,5161
"[8, 6, 5]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[8, 0, 1]",25,There is a tick.,1,undefined,response,There is a note.,True,,,0,There is a note.,True,True,,1152,"[0, 1]","[2, 3, 9]","[0, 1]",0,1,3648
"[9, 6, 3]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[7, 1, 0]",25,There is a club.,1,undefined,response,There is a triangle.,True,,,0,There is a circle.,True,True,,1336,"[0, 1]","[1, 2, 4]","[0, 1]",0,1,4911
"[4, 5, 8]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[7, 6, 5]",25,There are four stars.,0,undefined,filler,There are four hearts.,True,,,1,There are four circles.,True,True,,5237,"[1, 0]","[6, 3, 5]","[1, 0]",1,0,15029
"[6, 8, 2]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[6, 0, 4]",25,Some of the symbols are notes.,1,undefined,response,Some of the symbols are stars.,True,,,1,Some of the symbols are stars.,True,True,,1998,"[1, 0]","[8, 1, 9]","[0, 1]",0,0,6312
"[5, 6, 3]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[3, 7, 0]",25,There are four circles.,1,undefined,filler,There are four squares.,True,,,0,There are four spades.,True,True,,2343,"[1, 0]","[7, 1, 2]","[0, 1]",1,0,5911
"[5, 9, 6]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[5, 4, 7]",25,Only some of the symbols are circles.,0,undefined,filler,Only some of the symbols are squares.,True,,,2,Some of the symbols are squares.,True,True,,3063,"[1, 0]","[7, 5, 0]","[1, 0]",1,0,9199
"[6, 2, 1]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[2, 4, 7]",25,Only some of the symbols are ticks.,0,undefined,filler,Only some of the symbols are stars.,True,,,2,Some of the symbols are ticks.,True,True,,2479,"[0, 1]","[2, 5, 6]","[1, 0]",1,1,8096
"[3, 2, 6]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[7, 0, 5]",25,There are four spades.,0,undefined,response,There are four spades.,True,,,1,There are four circles.,True,True,,1486,"[1, 0]","[3, 8, 2]","[1, 0]",0,0,5984
"[6, 4, 1]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[6, 9, 1]",25,Some of the symbols are circles.,0,undefined,response,Some of the symbols are stars.,True,,,0,Some of the symbols are stars.,True,True,,2111,"[0, 1]","[7, 6, 1]","[1, 0]",0,1,6457
"[13, 4, 9]",,,exh-only,1,"[9, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[9, 2, 5]",25,8 + 7 = ?,0,undefined,response,4 + 9 = ?,False,,,3,Some of the symbols are triangles.,False,False,,2760,"[0, 1]","[15, 8, 7]","[1, 0]",0,0,6025
"[5, 2, 4]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[6, 0, 1]",25,There are four circles.,1,undefined,filler,There are four squares.,True,,,0,There are four stars.,True,True,,1737,"[1, 0]","[7, 5, 3]","[0, 1]",1,0,4432
"[18, 9, 9]",,,exh-only,0,"[8, 0, 0]",1,12.012783333333333,2,"[3, 0, 0]","[5, 0, 1]",25,1 + 8 = ?,0,undefined,response,9 + 9 = ?,False,,,3,There is a square.,True,False,,1950,"[1, 0]","[9, 1, 8]","[1, 0]",0,0,5143
"[6, 1, 0]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[7, 1, 4]",25,There is only a circle.,0,undefined,response,There is only a star.,True,,,2,There is a circle.,True,True,,3681,"[0, 1]","[7, 8, 0]","[1, 0]",0,1,8281
"[6, 8, 0]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[9, 6, 3]",25,Some of the symbols are squares.,1,undefined,filler,Some of the symbols are stars.,True,,,0,Some of the symbols are triangles.,True,True,,1422,"[0, 1]","[5, 1, 6]","[0, 1]",1,1,5654
"[9, 6, 2]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[4, 6, 2]",25,There is a spade.,0,undefined,filler,There is a triangle.,True,,,0,There is a heart.,True,True,,1623,"[0, 1]","[3, 4, 6]","[1, 0]",1,1,5921
"[0, 4, 7]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[9, 2, 7]",25,Some of the symbols are clubs.,0,undefined,filler,Some of the symbols are diamonds.,True,,,0,Some of the symbols are triangles.,True,True,,1791,"[1, 0]","[1, 7, 2]","[1, 0]",1,0,6032
"[10, 4, 6]",,,exh-only,1,"[9, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[8, 7, 4]",25,4 + 8 = ?,1,undefined,filler,4 + 6 = ?,False,,,3,Some of the symbols are notes.,True,False,,1888,"[0, 1]","[12, 4, 8]","[0, 1]",1,1,5345
"[2, 1, 8]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[7, 1, 3]",25,Some of the symbols are stars.,0,undefined,filler,Some of the symbols are ticks.,False,,,1,Some of the symbols are circles.,False,True,,1479,"[1, 0]","[6, 5, 2]","[1, 0]",1,1,13983
"[7, 9, 0]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[7, 3, 8]",25,Some of the symbols are stars.,1,undefined,response,Some of the symbols are circles.,True,,,0,Some of the symbols are circles.,True,True,,1550,"[1, 0]","[6, 1, 2]","[0, 1]",0,0,5000
"[7, 2, 5]",,,exh-only,0,"[3, 0, 0]",1,12.012783333333333,2,"[4, 0, 0]","[4, 7, 3]",25,8 + 4 = ?,0,undefined,response,2 + 5 = ?,False,,,3,There is a heart.,True,False,,1752,"[1, 0]","[12, 8, 4]","[1, 0]",0,0,4680
"[9, 1, 8]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[5, 4, 7]",25,There is only a triangle.,1,undefined,filler,There is only a triangle.,True,,,2,There is a square.,True,True,,1656,"[1, 0]","[9, 1, 8]","[0, 1]",1,0,5129
"[4, 5, 8]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[7, 6, 0]",25,There are four triangles.,1,undefined,filler,There are four hearts.,True,,,0,There are four circles.,True,True,,2808,"[0, 1]","[9, 1, 7]","[0, 1]",1,1,6905
"[2, 0, 9]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[8, 2, 7]",25,There is only a triangle.,1,undefined,filler,There is only a tick.,True,,,2,There is a note.,True,True,,3940,"[0, 1]","[9, 1, 6]","[0, 1]",1,1,6779
"[6, 9, 4]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[6, 8, 3]",25,Only some of the symbols are spades.,0,undefined,filler,Only some of the symbols are stars.,True,,,2,Some of the symbols are stars.,True,True,,1302,"[0, 1]","[3, 6, 8]","[1, 0]",1,1,7039
"[3, 5, 6]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[3, 5, 0]",25,Some of the symbols are circles.,0,undefined,response,Some of the symbols are spades.,True,,,0,Some of the symbols are spades.,True,True,,6967,"[1, 0]","[7, 0, 8]","[1, 0]",0,0,11937
"[1, 0, 6]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[1, 2, 6]",25,There are only four diamonds.,0,undefined,filler,There are only four clubs.,True,,,2,There are four clubs.,True,True,,1967,"[0, 1]","[0, 1, 6]","[1, 0]",1,1,6200
"[4, 7, 8]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[3, 2, 8]",25,Some of the symbols are squares.,1,undefined,response,Some of the symbols are hearts.,True,,,0,Some of the symbols are spades.,True,True,,3127,"[0, 1]","[5, 7, 2]","[0, 1]",0,1,6216
"[8, 7, 3]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[3, 8, 2]",25,Some of the symbols are squares.,1,undefined,response,Some of the symbols are notes.,True,,,1,Some of the symbols are spades.,True,True,,1709,"[0, 1]","[5, 3, 7]","[0, 1]",0,1,5199
"[0, 2, 6]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[9, 2, 7]",25,There is a heart.,0,undefined,filler,There is a diamond.,True,,,1,There is a triangle.,True,True,,1271,"[1, 0]","[4, 8, 7]","[1, 0]",1,0,4648
"[5, 4, 2]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[3, 0, 4]",25,Some of the symbols are spades.,1,undefined,filler,Some of the symbols are squares.,True,,,0,Some of the symbols are spades.,True,True,,1923,"[0, 1]","[3, 5, 8]","[0, 1]",1,1,6204
"[13, 8, 5]",,,exh-only,1,"[9, 0, 0]",1,12.012783333333333,0,"[7, 0, 0]","[0, 4, 2]",25,5 + 3 = ?,0,undefined,response,8 + 5 = ?,False,,,3,Some of the symbols are diamonds.,False,False,,1511,"[0, 1]","[8, 5, 3]","[1, 0]",0,0,4677
"[9, 5, 1]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[4, 8, 0]",25,There is a heart.,0,undefined,filler,There is a triangle.,True,,,1,There is a heart.,True,True,,1496,"[1, 0]","[4, 1, 0]","[1, 0]",1,0,5135
"[0, 8, 6]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,2,"[0, 0, 0]","[9, 4, 8]",25,There is only a note.,0,undefined,filler,There is only a diamond.,True,,,2,There is a triangle.,True,True,,1191,"[0, 1]","[8, 9, 1]","[1, 0]",1,1,3760
"[0, 8, 7]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[3, 0, 8]",25,There are four hearts.,0,undefined,filler,There are four diamonds.,True,,,1,There are four spades.,True,True,,1238,"[0, 1]","[4, 2, 1]","[1, 0]",1,1,3735
"[7, 2, 6]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[3, 2, 5]",25,There are four spades.,1,undefined,response,There are four circles.,True,,,0,There are four spades.,True,True,,1800,"[0, 1]","[3, 6, 7]","[0, 1]",0,1,4497
"[7, 0, 7]",,,exh-only,0,"[7, 0, 0]",1,12.012783333333333,2,"[6, 0, 0]","[7, 9, 1]",25,8 + 6 = ?,1,undefined,response,0 + 7 = ?,True,,,3,There is a circle.,True,True,,1503,"[1, 0]","[14, 8, 6]","[0, 1]",0,0,4912
"[8, 1, 3]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[3, 0, 8]",25,Some of the symbols are hearts.,1,undefined,filler,Some of the symbols are notes.,True,,,1,Some of the symbols are spades.,True,True,,1632,"[1, 0]","[4, 9, 5]","[0, 1]",1,0,4960
"[5, 1, 8]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[3, 9, 1]",25,Some of the symbols are spades.,0,undefined,response,Some of the symbols are squares.,True,,,1,Some of the symbols are spades.,True,True,,1767,"[1, 0]","[3, 0, 1]","[1, 0]",0,0,6544
"[14, 6, 8]",,,exh-only,1,"[1, 0, 0]",1,12.012783333333333,1,"[3, 0, 0]","[9, 3, 5]",25,2 + 7 = ?,1,undefined,filler,6 + 8 = ?,False,,,3,There are four triangles.,False,True,,1367,"[0, 1]","[9, 2, 7]","[0, 1]",1,0,5952
"[9, 9, 0]",,,exh-only,0,"[5, 0, 0]",1,12.012783333333333,1,"[3, 0, 0]","[5, 1, 4]",25,3 + 3 = ?,1,undefined,response,9 + 0 = ?,True,,,3,There are four squares.,True,True,,1400,"[1, 0]","[6, 3, 3]","[0, 1]",0,0,3856
"[6, 1, 5]",,,exh-only,0,"[6, 0, 0]",1,12.012783333333333,0,"[7, 0, 0]","[3, 7, 5]",25,6 + 4 = ?,0,undefined,filler,1 + 5 = ?,False,,,3,Some of the symbols are spades.,True,False,,1503,"[1, 0]","[10, 6, 4]","[1, 0]",1,0,4119
"[2, 0, 5]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[4, 6, 5]",25,There are only four hearts.,0,undefined,response,There are only four ticks.,True,,,2,There are four hearts.,True,True,,1262,"[1, 0]","[4, 2, 7]","[1, 0]",0,0,4304
"[8, 8, 0]",,,exh-only,0,"[0, 0, 0]",0,12.012783333333333,0,"[4, 0, 0]","[9, 0, 4]",25,1 + 4 = ?,0,undefined,response,8 + 0 = ?,False,,,3,Some of the symbols are triangles.,False,True,,1440,"[1, 0]","[5, 1, 4]","[1, 0]",0,1,4225
"[10, 7, 3]",,,exh-only,0,"[7, 0, 0]",0,12.012783333333333,1,"[2, 0, 0]","[8, 6, 1]",25,1 + 5 = ?,0,undefined,filler,7 + 3 = ?,False,,,3,There are four notes.,False,True,,1247,"[1, 0]","[6, 1, 5]","[1, 0]",1,1,3719
"[3, 8, 0]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[2, 4, 8]",25,There is a club.,1,undefined,response,There is a spade.,True,,,1,There is a tick.,True,True,,1111,"[1, 0]","[1, 8, 6]","[0, 1]",0,0,4009
"[7, 4, 6]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[0, 9, 4]",25,Only some of the symbols are triangles.,1,undefined,response,Only some of the symbols are circles.,True,,,2,Some of the symbols are diamonds.,True,True,,3151,"[1, 0]","[9, 0, 8]","[0, 1]",0,0,6880
"[4, 8, 7]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,0,"[0, 0, 0]","[4, 9, 2]",25,Only some of the symbols are clubs.,0,undefined,response,Only some of the symbols are hearts.,True,,,2,Some of the symbols are hearts.,True,True,,1167,"[0, 1]","[1, 9, 8]","[1, 0]",0,1,3975
"[6, 3, 1]",,,exh-only,1,"[0, 0, 0]",1,12.012783333333333,0,"[0, 0, 0]","[2, 6, 9]",25,Some of the symbols are stars.,1,undefined,filler,Some of the symbols are stars.,True,,,1,Some of the symbols are ticks.,True,True,,1390,"[0, 1]","[6, 7, 3]","[0, 1]",1,1,5009
"[3, 6, 2]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,2,"[0, 0, 0]","[8, 7, 0]",25,There is a star.,1,undefined,filler,There is a spade.,True,,,0,There is a note.,True,True,,1144,"[1, 0]","[6, 4, 1]","[0, 1]",1,0,4784
"[6, 1, 5]",,,exh-only,1,"[9, 0, 0]",0,12.012783333333333,1,"[6, 0, 0]","[4, 2, 9]",25,4 + 3 = ?,1,undefined,filler,1 + 5 = ?,False,,,3,There are four hearts.,False,False,,1848,"[0, 1]","[7, 4, 3]","[0, 1]",1,0,5320
"[9, 6, 1]",,,exh-only,1,"[0, 0, 0]",0,12.012783333333333,1,"[0, 0, 0]","[2, 4, 8]",25,There are only four stars.,0,undefined,filler,There are only four triangles.,True,,,2,There are four ticks.,True,True,,1343,"[0, 1]","[6, 9, 4]","[1, 0]",1,1,5016
"[7, 3, 2]",,,exh-only,0,"[0, 0, 0]",1,12.012783333333333,1,"[0, 0, 0]","[3, 4, 1]",25,There are only four spades.,1,undefined,response,There are only four circles.,True,,,2,There are four spades.,True,True,,1689,"[1, 0]","[3, 2, 6]","[0, 1]",0,0,5624
,1,,,,,,9.557116666666667,,,,26,,,undefined,,,,"[0, 'Barbara']",Barbara,,,,,bot_check,,,,,,,
"[2, 9, 7]",,,exh-only,0,"[0, 0, 0]",0,9.557116666666667,0,"[0, 0, 0]","[2, 0, 1]",26,Only some of the symbols are stars.,0,undefined,response,Only some of the symbols are ticks.,True,,,2,Some of the symbols are ticks.,True,True,,1680,"[1, 0]","[6, 0, 1]","[1, 0]",1,0,10647
"[0, 1, 2]",,,exh-only,0,"[0, 0, 0]",0,9.557116666666667,0,"[0, 0, 0]","[9, 8, 5]",26,Only some of the symbols are triangles.,0,undefined,response,Only some of the symbols are diamonds.,True,,,2,Some of the symbols are triangles.,True,True,,1943,"[1, 0]","[9, 6, 0]","[1, 0]",1,0,6295
"[9, 7, 1]",,,exh-only,1,"[0, 0, 0]",0,9.557116666666667,1,"[0, 0, 0]","[6, 4, 2]",26,There are only four stars.,0,undefined,filler,There are only four triangles.,True,,,2,There are four stars.,True,True,,1496,"[0, 1]","[6, 4, 5]","[1, 0]",1,1,4808
"[1, 2, 3]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,2,"[0, 0, 0]","[6, 9, 4]",26,There is only a tick.,1,undefined,filler,There is only a club.,True,,,2,There is a star.,True,True,,2272,"[0, 1]","[2, 1, 4]","[0, 1]",1,1,5768
"[8, 3, 5]",,,exh-only,1,"[1, 0, 0]",0,9.557116666666667,0,"[2, 0, 0]","[5, 8, 3]",26,4 + 0 = ?,1,undefined,filler,3 + 5 = ?,False,,,3,Some of the symbols are squares.,True,False,,1144,"[0, 1]","[4, 4, 0]","[0, 1]",1,1,8248
"[5, 4, 1]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,2,"[3, 0, 0]","[6, 4, 7]",26,1 + 8 = ?,1,undefined,response,4 + 1 = ?,False,,,3,There is a star.,False,True,,1600,"[0, 1]","[9, 1, 8]","[0, 1]",1,0,4592
"[1, 7, 2]",,,exh-only,0,"[0, 0, 0]",1,9.557116666666667,2,"[0, 0, 0]","[9, 6, 7]",26,There is only a heart.,1,undefined,filler,There is only a club.,True,,,2,There is a triangle.,True,True,,1014,"[1, 0]","[4, 1, 5]","[0, 1]",1,0,3367
"[8, 2, 4]",,,exh-only,0,"[0, 0, 0]",1,9.557116666666667,0,"[0, 0, 0]","[7, 8, 1]",26,Some of the symbols are triangles.,1,undefined,filler,Some of the symbols are notes.,True,,,0,Some of the symbols are circles.,True,True,,855,"[1, 0]","[9, 0, 7]","[0, 1]",1,0,7767
"[5, 2, 0]",,,exh-only,0,"[0, 0, 0]",1,9.557116666666667,1,"[0, 0, 0]","[6, 0, 7]",26,There are four ticks.,1,undefined,response,There are four squares.,True,,,0,There are four stars.,True,True,,1095,"[1, 0]","[2, 4, 0]","[0, 1]",1,0,8016
"[5, 2, 7]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,0,"[0, 0, 0]","[6, 2, 1]",26,Some of the symbols are spades.,1,undefined,filler,Some of the symbols are squares.,True,,,1,Some of the symbols are stars.,True,True,,1607,"[0, 1]","[3, 8, 7]","[0, 1]",1,1,6487
"[5, 2, 3]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,2,"[0, 0, 0]","[2, 7, 9]",26,There is a diamond.,1,undefined,filler,There is a square.,True,,,0,There is a tick.,True,True,,1871,"[0, 1]","[0, 6, 4]","[0, 1]",1,1,5184
"[2, 1, 7]",,,exh-only,1,"[0, 0, 0]",0,9.557116666666667,0,"[0, 0, 0]","[0, 3, 8]",26,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are ticks.,True,,,1,Some of the symbols are diamonds.,True,True,,913,"[0, 1]","[1, 8, 7]","[1, 0]",1,1,4353
"[0, 9, 8]",,,exh-only,0,"[0, 0, 0]",0,9.557116666666667,2,"[0, 0, 0]","[8, 6, 4]",26,There is a diamond.,0,undefined,filler,There is a diamond.,True,,,0,There is a note.,True,True,,1551,"[1, 0]","[0, 5, 1]","[1, 0]",1,0,6351
"[7, 1, 8]",,,exh-only,1,"[0, 0, 0]",0,9.557116666666667,1,"[0, 0, 0]","[9, 7, 4]",26,There are only four hearts.,0,undefined,filler,There are only four circles.,True,,,2,There are four triangles.,True,True,,1415,"[0, 1]","[4, 8, 5]","[1, 0]",1,1,3416
"[3, 8, 6]",,,exh-only,0,"[0, 0, 0]",1,9.557116666666667,2,"[0, 0, 0]","[8, 0, 1]",26,There is only a diamond.,1,undefined,response,There is only a spade.,True,,,2,There is a note.,True,True,,1143,"[1, 0]","[0, 4, 8]","[0, 1]",0,0,3392
"[5, 3, 2]",,,exh-only,0,"[6, 0, 0]",0,9.557116666666667,1,"[3, 0, 0]","[8, 7, 0]",26,2 + 5 = ?,1,undefined,filler,3 + 2 = ?,False,,,3,There are four notes.,False,False,,1175,"[1, 0]","[7, 2, 5]","[0, 1]",1,1,3824
"[7, 6, 3]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,0,"[0, 0, 0]","[5, 1, 7]",26,Only some of the symbols are spades.,1,undefined,filler,Only some of the symbols are circles.,True,,,2,Some of the symbols are squares.,True,True,,879,"[0, 1]","[3, 5, 4]","[0, 1]",1,1,4032
"[7, 5, 0]",,,exh-only,1,"[0, 0, 0]",1,9.557116666666667,0,"[0, 0, 0]","[8, 6, 7]",26,Some of the symbols are circles.,1,undefined,response,Some of the symbols are circles.,True,,,0,Some of the symbols are notes.,True,True,,991,"[0, 1]","[7, 4, 3]","[0, 1]",1,1,3392
"[9, 4, 5]",,,exh-only,0,"[6, 0, 0]",0,9.557116666666667,1,"[5, 0, 0]","[5, 0, 1]",26,9 + 4 = ?,0,undefined,response,4 + 5 = ?,False,,,3,There are four squares.,False,True,,1415,"[1, 0]","[13, 9, 4]","[1, 0]",1,1,5848
