btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,There are four diamonds.,True,There are four spades.,1,,3104,,,"[0, 1]","[0, 0, 0]",1191,1,"[0, 3, 9]","[0, 0, 0]","[2, 3, 0]",,14.3604,"[3, 1, 6]",1,"[0, 1]",1,1,undefined,1,,There are four ticks.,1,response,19,True
exh-only,True,There is a club.,True,There is only a heart.,2,,2951,,,"[0, 1]","[0, 0, 0]",1094,1,"[1, 4, 2]","[0, 0, 0]","[7, 8, 9]",,14.3604,"[4, 3, 1]",2,"[0, 1]",1,1,undefined,1,,There is only a circle.,0,response,19,True
exh-only,True,There are four diamonds.,True,There are four hearts.,1,,3168,,,"[1, 0]","[0, 0, 0]",1191,1,"[0, 9, 1]","[0, 0, 0]","[8, 3, 9]",,14.3604,"[4, 3, 6]",1,"[0, 1]",0,0,undefined,1,,There are four notes.,1,response,19,True
exh-only,True,There are four circles.,True,There are four hearts.,1,,3632,,,"[0, 1]","[0, 0, 0]",998,0,"[7, 0, 4]","[0, 0, 0]","[6, 7, 2]",,14.3604,"[4, 7, 9]",0,"[1, 0]",1,1,undefined,0,,There are four stars.,1,filler,19,True
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are ticks.,0,,4031,,,"[0, 1]","[0, 0, 0]",1581,0,"[2, 4, 7]","[0, 0, 0]","[3, 4, 5]",,14.3604,"[2, 7, 0]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are spades.,1,filler,19,True
exh-only,True,There is a star.,True,There is a diamond.,2,,3936,,,"[0, 1]","[0, 0, 0]",1062,1,"[6, 4, 3]","[0, 0, 0]","[5, 3, 2]",,14.3604,"[0, 4, 1]",0,"[0, 1]",1,1,undefined,1,,There is a square.,1,filler,19,True
exh-only,True,There are four stars.,True,There are only four squares.,1,,4024,,,"[1, 0]","[0, 0, 0]",1254,1,"[6, 8, 3]","[0, 0, 0]","[9, 0, 1]",,14.3604,"[5, 8, 2]",2,"[0, 1]",0,0,undefined,1,,There are only four triangles.,1,response,19,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are circles.,0,,3455,,,"[0, 1]","[0, 0, 0]",1222,0,"[3, 0, 1]","[0, 0, 0]","[7, 5, 3]",,14.3604,"[7, 1, 0]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are circles.,0,response,19,True
exh-only,False,There are four spades.,False,4 + 0 = ?,1,,3071,,,"[1, 0]","[0, 0, 0]",1333,0,"[3, 4, 6]","[2, 0, 0]","[5, 2, 3]",,14.3604,"[4, 4, 0]",3,"[0, 1]",1,0,undefined,1,,2 + 3 = ?,1,filler,19,False
exh-only,True,There is a heart.,True,There is a note.,2,,3432,,,"[1, 0]","[0, 0, 0]",1109,0,"[4, 3, 6]","[0, 0, 0]","[6, 9, 3]",,14.3604,"[8, 0, 1]",0,"[1, 0]",0,0,undefined,0,,There is a star.,1,filler,19,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are hearts.,0,,3936,,,"[0, 1]","[0, 0, 0]",1261,1,"[8, 0, 1]","[0, 0, 0]","[5, 7, 0]",,14.3604,"[4, 6, 1]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are squares.,1,filler,19,True
exh-only,False,There are four spades.,False,4 + 2 = ?,1,,2600,,,"[0, 1]","[5, 0, 0]",926,1,"[3, 0, 7]","[1, 0, 0]","[17, 9, 8]",,14.3604,"[6, 4, 2]",3,"[1, 0]",0,1,undefined,0,,9 + 8 = ?,1,response,19,False
exh-only,False,There is a diamond.,False,6 + 3 = ?,2,,3225,,,"[1, 0]","[7, 0, 0]",1335,0,"[0, 2, 4]","[3, 0, 0]","[6, 4, 2]",,14.3604,"[9, 6, 3]",3,"[0, 1]",1,0,undefined,1,,4 + 2 = ?,0,response,19,False
exh-only,False,Some of the symbols are triangles.,True,8 + 2 = ?,0,,2879,,,"[1, 0]","[7, 0, 0]",1157,1,"[9, 7, 2]","[7, 0, 0]","[8, 4, 4]",,14.3604,"[10, 8, 2]",3,"[1, 0]",0,0,undefined,0,,4 + 4 = ?,0,response,19,False
exh-only,False,There is a diamond.,False,6 + 0 = ?,2,,3616,,,"[0, 1]","[7, 0, 0]",1646,0,"[0, 1, 3]","[6, 0, 0]","[4, 3, 1]",,14.3604,"[6, 6, 0]",3,"[0, 1]",0,1,undefined,1,,3 + 1 = ?,1,filler,19,False
exh-only,False,Some of the symbols are squares.,True,8 + 3 = ?,0,,2984,,,"[0, 1]","[5, 0, 0]",1022,0,"[5, 4, 0]","[6, 0, 0]","[7, 4, 3]",,14.3604,"[11, 8, 3]",3,"[0, 1]",1,1,undefined,1,,4 + 3 = ?,1,filler,19,False
exh-only,False,Some of the symbols are squares.,True,4 + 9 = ?,0,,2760,,,"[1, 0]","[0, 0, 0]",942,1,"[5, 2, 6]","[7, 0, 0]","[9, 0, 9]",,14.3604,"[13, 4, 9]",3,"[1, 0]",0,0,undefined,0,,0 + 9 = ?,1,filler,19,False
exh-only,True,There are four hearts.,True,There are only four diamonds.,1,,2952,,,"[1, 0]","[0, 0, 0]",950,1,"[4, 7, 5]","[0, 0, 0]","[5, 9, 3]",,14.3604,"[0, 2, 6]",2,"[0, 1]",0,0,undefined,1,,There are only four squares.,1,response,19,True
,,,,,,"[0, 'sarah']",,1,Sarah,,,,,,,,,11.40925,,,,,,undefined,,bot_check,,,,20,
exh-only,True,There is a heart.,True,There is only a note.,2,,6988,,,"[0, 1]","[0, 0, 0]",2615,1,"[4, 3, 7]","[0, 0, 0]","[7, 0, 1]",,11.40925,"[8, 6, 0]",2,"[0, 1]",1,1,undefined,1,,There is only a circle.,1,filler,20,True
exh-only,True,There are four triangles.,True,There are four ticks.,1,,9338,,,"[1, 0]","[0, 0, 0]",3207,0,"[9, 1, 5]","[0, 0, 0]","[2, 7, 9]",,11.40925,"[2, 9, 0]",0,"[1, 0]",0,0,undefined,0,,There are four ticks.,0,response,20,True
exh-only,True,There is a spade.,True,There is a triangle.,2,,5128,,,"[0, 1]","[0, 0, 0]",1440,1,"[3, 5, 8]","[0, 0, 0]","[6, 7, 8]",,11.40925,"[9, 5, 8]",1,"[0, 1]",1,1,undefined,1,,There is a star.,0,response,20,True
exh-only,True,There is a square.,True,There is a tick.,2,,6458,,,"[1, 0]","[0, 0, 0]",3579,1,"[5, 1, 8]","[0, 0, 0]","[9, 2, 8]",,11.40925,"[2, 4, 5]",1,"[0, 1]",0,0,undefined,1,,There is a triangle.,1,filler,20,True
exh-only,True,There is a note.,True,2 + 4 = ?,2,,4508,,,"[0, 1]","[5, 0, 0]",1490,0,"[8, 3, 5]","[2, 0, 0]","[16, 9, 7]",,11.40925,"[6, 2, 4]",3,"[1, 0]",1,1,undefined,0,,9 + 7 = ?,0,response,20,True
exh-only,False,There is a club.,True,4 + 0 = ?,2,,4879,,,"[1, 0]","[4, 0, 0]",2687,1,"[1, 9, 0]","[9, 0, 0]","[9, 1, 8]",,11.40925,"[4, 4, 0]",3,"[1, 0]",0,0,undefined,0,,1 + 8 = ?,1,filler,20,False
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are hearts.,0,,7888,,,"[0, 1]","[0, 0, 0]",3824,0,"[3, 9, 1]","[0, 0, 0]","[3, 8, 6]",,11.40925,"[4, 8, 0]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are spades.,0,response,20,True
exh-only,False,There is a note.,False,3 + 8 = ?,2,,6566,,,"[1, 0]","[1, 0, 0]",3721,0,"[8, 4, 2]","[9, 0, 0]","[16, 9, 7]",,11.40925,"[11, 3, 8]",3,"[1, 0]",1,0,undefined,0,,9 + 7 = ?,1,filler,20,True
exh-only,False,Some of the symbols are notes.,True,Some of the symbols are squares.,0,,8149,,,"[0, 1]","[0, 0, 0]",2818,0,"[8, 3, 6]","[0, 0, 0]","[9, 8, 2]",,11.40925,"[5, 0, 6]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are triangles.,1,filler,20,False
exh-only,False,There is a note.,False,3 + 0 = ?,2,,3946,,,"[1, 0]","[7, 0, 0]",1832,0,"[8, 4, 6]","[5, 0, 0]","[5, 4, 1]",,11.40925,"[3, 3, 0]",3,"[0, 1]",1,0,undefined,1,,4 + 1 = ?,0,response,20,False
exh-only,False,There are four stars.,True,7 + 2 = ?,1,,3073,,,"[0, 1]","[1, 0, 0]",1112,0,"[6, 2, 8]","[4, 0, 0]","[16, 9, 7]",,11.40925,"[9, 7, 2]",3,"[0, 1]",1,1,undefined,1,,9 + 7 = ?,0,filler,20,False
exh-only,True,There is a triangle.,True,There is a heart.,2,,6468,,,"[0, 1]","[0, 0, 0]",1444,1,"[9, 6, 7]","[0, 0, 0]","[0, 1, 8]",,11.40925,"[4, 7, 3]",0,"[0, 1]",1,1,undefined,1,,There is a diamond.,1,filler,20,True
exh-only,True,There are four ticks.,True,There are only four notes.,1,,11250,,,"[0, 1]","[0, 0, 0]",7350,1,"[2, 9, 7]","[0, 0, 0]","[1, 5, 8]",,11.40925,"[8, 7, 9]",2,"[0, 1]",1,1,undefined,1,,There are only four clubs.,0,response,20,True
exh-only,True,Some of the symbols are notes.,True,2 + 1 = ?,0,,8039,,,"[0, 1]","[9, 0, 0]",5566,0,"[8, 1, 4]","[8, 0, 0]","[10, 7, 3]",,11.40925,"[3, 2, 1]",3,"[1, 0]",1,1,undefined,0,,7 + 3 = ?,0,response,20,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are diamonds.,0,,12280,,,"[1, 0]","[0, 0, 0]",1489,0,"[6, 5, 3]","[0, 0, 0]","[7, 6, 1]",,11.40925,"[0, 2, 8]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are circles.,1,filler,20,True
exh-only,True,There are four stars.,True,There are four diamonds.,1,,7361,,,"[1, 0]","[0, 0, 0]",1624,0,"[6, 8, 0]","[0, 0, 0]","[0, 4, 1]",,11.40925,"[0, 8, 4]",0,"[1, 0]",0,0,undefined,0,,There are four diamonds.,1,filler,20,True
exh-only,True,Some of the symbols are spades.,True,5 + 3 = ?,0,,6631,,,"[1, 0]","[2, 0, 0]",3527,1,"[3, 4, 5]","[1, 0, 0]","[1, 0, 1]",,11.40925,"[8, 5, 3]",3,"[0, 1]",0,0,undefined,1,,0 + 1 = ?,1,filler,20,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are notes.,0,,5945,,,"[1, 0]","[0, 0, 0]",1239,0,"[6, 3, 5]","[0, 0, 0]","[9, 2, 7]",,11.40925,"[8, 0, 6]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are triangles.,1,filler,20,True
exh-only,False,There are four circles.,False,There are four squares.,1,,4024,,,"[1, 0]","[0, 0, 0]",1207,0,"[7, 5, 1]","[0, 0, 0]","[2, 1, 7]",,11.40925,"[5, 3, 1]",1,"[1, 0]",1,0,undefined,0,,There are four ticks.,0,response,20,True
exh-only,False,Some of the symbols are triangles.,False,Some of the symbols are clubs.,0,,5332,,,"[1, 0]","[0, 0, 0]",2111,0,"[9, 7, 5]","[0, 0, 0]","[8, 9, 1]",,11.40925,"[1, 6, 7]",1,"[0, 1]",1,0,undefined,1,,Some of the symbols are notes.,1,filler,20,False
exh-only,False,There are four hearts.,True,2 + 0 = ?,1,,3721,,,"[0, 1]","[3, 0, 0]",1424,0,"[4, 7, 9]","[7, 0, 0]","[14, 6, 8]",,11.40925,"[2, 2, 0]",3,"[0, 1]",1,1,undefined,1,,6 + 8 = ?,0,response,20,False
exh-only,False,There is a heart.,False,6 + 4 = ?,2,,4502,,,"[1, 0]","[3, 0, 0]",1985,0,"[4, 1, 9]","[6, 0, 0]","[4, 3, 1]",,11.40925,"[10, 6, 4]",3,"[0, 1]",1,0,undefined,1,,3 + 1 = ?,1,filler,20,False
exh-only,False,There are four triangles.,False,2 + 2 = ?,1,,3496,,,"[1, 0]","[6, 0, 0]",1156,0,"[9, 1, 6]","[6, 0, 0]","[10, 5, 5]",,11.40925,"[4, 2, 2]",3,"[0, 1]",1,0,undefined,1,,5 + 5 = ?,0,response,20,False
exh-only,True,There is a circle.,True,There is only a diamond.,2,,6760,,,"[0, 1]","[0, 0, 0]",3807,1,"[7, 3, 2]","[0, 0, 0]","[5, 6, 3]",,11.40925,"[0, 1, 5]",2,"[0, 1]",1,1,undefined,1,,There is only a square.,0,response,20,True
exh-only,False,Some of the symbols are squares.,False,Only some of the symbols are spades.,0,,6166,,,"[0, 1]","[0, 0, 0]",3148,0,"[5, 2, 6]","[0, 0, 0]","[2, 7, 0]",,11.40925,"[3, 2, 6]",2,"[0, 1]",0,1,undefined,1,,Only some of the symbols are ticks.,1,filler,20,False
exh-only,True,There is a square.,True,There is a star.,2,,6844,,,"[0, 1]","[0, 0, 0]",1308,0,"[5, 6, 2]","[0, 0, 0]","[6, 3, 1]",,11.40925,"[6, 3, 0]",1,"[1, 0]",1,1,undefined,0,,There is a star.,1,filler,20,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are clubs.,0,,7543,,,"[1, 0]","[0, 0, 0]",2418,0,"[2, 1, 8]","[0, 0, 0]","[1, 4, 9]",,11.40925,"[1, 9, 8]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are clubs.,0,response,20,True
exh-only,True,There are four diamonds.,True,There are four squares.,1,,4224,,,"[1, 0]","[0, 0, 0]",1827,1,"[0, 1, 7]","[0, 0, 0]","[0, 6, 2]",,11.40925,"[5, 7, 4]",0,"[0, 1]",0,0,undefined,1,,There are four diamonds.,1,filler,20,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are clubs.,0,,5564,,,"[0, 1]","[0, 0, 0]",1167,0,"[1, 4, 2]","[0, 0, 0]","[5, 9, 3]",,11.40925,"[1, 5, 9]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are squares.,0,response,20,True
exh-only,False,Some of the symbols are squares.,False,Only some of the symbols are notes.,0,,5864,,,"[1, 0]","[0, 0, 0]",2071,1,"[5, 6, 0]","[0, 0, 0]","[5, 1, 9]",,11.40925,"[8, 0, 4]",2,"[1, 0]",1,0,undefined,0,,Only some of the symbols are squares.,1,filler,20,False
exh-only,False,Some of the symbols are diamonds.,True,Some of the symbols are notes.,0,,7677,,,"[1, 0]","[0, 0, 0]",3260,1,"[0, 5, 4]","[0, 0, 0]","[7, 1, 6]",,11.40925,"[8, 6, 2]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are circles.,1,filler,20,False
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are circles.,0,,7832,,,"[1, 0]","[0, 0, 0]",2608,1,"[2, 5, 8]","[0, 0, 0]","[2, 5, 3]",,11.40925,"[7, 4, 6]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are ticks.,1,response,20,True
exh-only,True,There is a square.,True,There is only a heart.,2,,4955,,,"[0, 1]","[0, 0, 0]",1787,0,"[5, 9, 7]","[0, 0, 0]","[8, 0, 2]",,11.40925,"[4, 3, 9]",2,"[1, 0]",1,1,undefined,0,,There is only a note.,0,response,20,True
exh-only,True,There is a circle.,True,There is a tick.,2,,4820,,,"[1, 0]","[0, 0, 0]",1207,0,"[7, 9, 0]","[0, 0, 0]","[8, 3, 7]",,11.40925,"[2, 8, 6]",0,"[1, 0]",0,0,undefined,0,,There is a note.,0,response,20,True
exh-only,True,There are four diamonds.,True,There are four diamonds.,1,,4743,,,"[1, 0]","[0, 0, 0]",1614,1,"[0, 7, 8]","[0, 0, 0]","[1, 4, 7]",,11.40925,"[0, 6, 7]",0,"[0, 1]",0,0,undefined,1,,There are four clubs.,0,response,20,True
exh-only,True,There is a tick.,True,There is only a tick.,2,,3769,,,"[0, 1]","[0, 0, 0]",1458,0,"[2, 7, 5]","[0, 0, 0]","[8, 6, 4]",,11.40925,"[2, 4, 5]",2,"[1, 0]",1,1,undefined,0,,There is only a note.,1,filler,20,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are hearts.,0,,9175,,,"[1, 0]","[0, 0, 0]",2103,0,"[6, 4, 7]","[0, 0, 0]","[5, 8, 9]",,11.40925,"[4, 2, 3]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are squares.,1,response,20,True
exh-only,True,There is a club.,True,There is a tick.,2,,5152,,,"[0, 1]","[0, 0, 0]",1801,0,"[1, 6, 8]","[0, 0, 0]","[1, 9, 7]",,11.40925,"[2, 0, 3]",1,"[1, 0]",1,1,undefined,0,,There is a club.,0,response,20,True
exh-only,False,There is a diamond.,False,There is a triangle.,2,,6249,,,"[1, 0]","[0, 0, 0]",1329,1,"[0, 7, 4]","[0, 0, 0]","[2, 7, 5]",,11.40925,"[9, 1, 4]",1,"[1, 0]",1,0,undefined,0,,There is a tick.,0,response,20,False
exh-only,True,There are four clubs.,True,There are four spades.,1,,4191,,,"[0, 1]","[0, 0, 0]",1935,1,"[1, 8, 5]","[0, 0, 0]","[2, 5, 8]",,11.40925,"[3, 5, 8]",1,"[0, 1]",1,1,undefined,1,,There are four ticks.,0,response,20,True
exh-only,True,There are four clubs.,True,5 + 3 = ?,1,,4559,,,"[0, 1]","[9, 0, 0]",1239,0,"[1, 9, 3]","[9, 0, 0]","[13, 5, 8]",,11.40925,"[8, 5, 3]",3,"[1, 0]",1,1,undefined,0,,5 + 8 = ?,1,filler,20,True
exh-only,False,There are four notes.,True,4 + 4 = ?,1,,3159,,,"[0, 1]","[4, 0, 0]",1367,0,"[8, 7, 5]","[0, 0, 0]","[13, 5, 8]",,11.40925,"[8, 4, 4]",3,"[0, 1]",1,1,undefined,1,,5 + 8 = ?,1,filler,20,False
exh-only,False,Some of the symbols are circles.,True,0 + 5 = ?,0,,3960,,,"[0, 1]","[7, 0, 0]",2188,0,"[7, 0, 1]","[2, 0, 0]","[11, 6, 5]",,11.40925,"[5, 0, 5]",3,"[0, 1]",1,1,undefined,1,,6 + 5 = ?,1,filler,20,False
exh-only,True,There is a star.,True,There is only a circle.,2,,4847,,,"[0, 1]","[0, 0, 0]",1410,1,"[6, 5, 9]","[0, 0, 0]","[1, 5, 8]",,11.40925,"[7, 9, 0]",2,"[0, 1]",1,1,undefined,1,,There is only a club.,0,response,20,True
exh-only,True,Some of the symbols are triangles.,True,Some of the symbols are spades.,0,,4838,,,"[1, 0]","[0, 0, 0]",1628,0,"[9, 7, 1]","[0, 0, 0]","[9, 8, 5]",,11.40925,"[3, 7, 6]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are triangles.,1,filler,20,True
exh-only,True,There are four squares.,True,There are four hearts.,1,,4229,,,"[0, 1]","[0, 0, 0]",1666,0,"[5, 9, 6]","[0, 0, 0]","[4, 6, 8]",,11.40925,"[4, 5, 6]",1,"[1, 0]",1,1,undefined,0,,There are four hearts.,1,filler,20,True
exh-only,False,There is a square.,False,9 + 5 = ?,2,,3824,,,"[1, 0]","[5, 0, 0]",1387,0,"[5, 6, 3]","[1, 0, 0]","[6, 0, 6]",,11.40925,"[14, 9, 5]",3,"[0, 1]",1,0,undefined,1,,0 + 6 = ?,1,filler,20,False
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are squares.,0,,5233,,,"[1, 0]","[0, 0, 0]",1916,0,"[4, 1, 2]","[0, 0, 0]","[9, 3, 5]",,11.40925,"[5, 0, 7]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are triangles.,1,filler,20,True
exh-only,True,There are four triangles.,True,There are only four circles.,1,,4324,,,"[1, 0]","[0, 0, 0]",1649,0,"[9, 8, 6]","[0, 0, 0]","[7, 2, 8]",,11.40925,"[7, 5, 2]",2,"[1, 0]",0,0,undefined,0,,There are only four circles.,1,filler,20,True
exh-only,True,There are four circles.,True,There are four circles.,1,,4494,,,"[1, 0]","[0, 0, 0]",1878,1,"[7, 9, 8]","[0, 0, 0]","[8, 0, 9]",,11.40925,"[7, 0, 2]",0,"[0, 1]",0,0,undefined,1,,There are four notes.,1,filler,20,True
exh-only,False,Some of the symbols are spades.,False,3 + 7 = ?,0,,3537,,,"[1, 0]","[5, 0, 0]",1433,0,"[3, 1, 4]","[4, 0, 0]","[10, 7, 3]",,11.40925,"[10, 3, 7]",3,"[0, 1]",1,0,undefined,1,,7 + 3 = ?,1,filler,20,False
exh-only,False,There is a note.,False,There is a star.,2,,6350,,,"[0, 1]","[0, 0, 0]",1905,1,"[8, 7, 5]","[0, 0, 0]","[3, 6, 0]",,11.40925,"[6, 3, 8]",1,"[1, 0]",0,1,undefined,0,,There is a spade.,1,filler,20,False
exh-only,True,There are four circles.,True,There are only four triangles.,1,,4224,,,"[1, 0]","[0, 0, 0]",1759,1,"[7, 5, 4]","[0, 0, 0]","[7, 8, 5]",,11.40925,"[9, 6, 3]",2,"[0, 1]",0,0,undefined,1,,There are only four circles.,0,response,20,True
exh-only,True,Some of the symbols are clubs.,True,Only some of the symbols are clubs.,0,,7432,,,"[1, 0]","[0, 0, 0]",3031,0,"[1, 0, 5]","[0, 0, 0]","[6, 9, 7]",,11.40925,"[1, 3, 9]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are stars.,1,response,20,True
exh-only,False,Some of the symbols are squares.,False,5 + 2 = ?,0,,4424,,,"[0, 1]","[5, 0, 0]",2231,1,"[5, 2, 3]","[8, 0, 0]","[2, 0, 2]",,11.40925,"[7, 5, 2]",3,"[0, 1]",0,1,undefined,1,,0 + 2 = ?,1,response,20,True
exh-only,False,There is a spade.,True,There is a club.,2,,8551,,,"[0, 1]","[0, 0, 0]",3035,0,"[3, 1, 9]","[0, 0, 0]","[8, 3, 5]",,11.40925,"[1, 3, 7]",0,"[0, 1]",1,1,undefined,1,,There is a note.,1,filler,20,False
exh-only,True,There are four circles.,True,There are only four stars.,1,,3808,,,"[0, 1]","[0, 0, 0]",1423,1,"[7, 5, 2]","[0, 0, 0]","[5, 9, 1]",,11.40925,"[6, 0, 9]",2,"[0, 1]",1,1,undefined,1,,There are only four squares.,0,response,20,True
exh-only,True,There are four notes.,True,There are only four squares.,1,,3656,,,"[1, 0]","[0, 0, 0]",1432,1,"[8, 4, 7]","[0, 0, 0]","[1, 2, 0]",,11.40925,"[5, 3, 8]",2,"[0, 1]",0,0,undefined,1,,There are only four clubs.,1,filler,20,True
exh-only,True,There are four circles.,True,There are four triangles.,1,,5657,,,"[1, 0]","[0, 0, 0]",1122,1,"[7, 2, 5]","[0, 0, 0]","[6, 3, 2]",,11.40925,"[9, 8, 0]",0,"[0, 1]",0,0,undefined,1,,There are four stars.,0,response,20,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are clubs.,0,,10747,,,"[1, 0]","[0, 0, 0]",2019,1,"[0, 7, 5]","[0, 0, 0]","[1, 7, 0]",,11.40925,"[1, 0, 6]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are clubs.,0,response,20,True
exh-only,False,There is a square.,False,There is a heart.,2,,7446,,,"[0, 1]","[0, 0, 0]",1162,0,"[5, 8, 4]","[0, 0, 0]","[0, 9, 7]",,11.40925,"[4, 3, 8]",1,"[0, 1]",0,1,undefined,1,,There is a diamond.,0,response,20,False
exh-only,True,There are four diamonds.,True,There are four diamonds.,1,,4028,,,"[0, 1]","[0, 0, 0]",1327,0,"[0, 1, 6]","[0, 0, 0]","[3, 4, 6]",,11.40925,"[0, 8, 1]",1,"[1, 0]",1,1,undefined,0,,There are four spades.,1,filler,20,True
exh-only,True,There are four ticks.,True,There are four clubs.,1,,4027,,,"[0, 1]","[0, 0, 0]",1466,0,"[2, 9, 1]","[0, 0, 0]","[9, 7, 1]",,11.40925,"[1, 2, 8]",1,"[1, 0]",1,1,undefined,0,,There are four triangles.,1,filler,20,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are diamonds.,0,,8501,,,"[0, 1]","[0, 0, 0]",1957,1,"[8, 9, 4]","[0, 0, 0]","[3, 7, 8]",,11.40925,"[0, 2, 1]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are spades.,1,filler,20,True
exh-only,True,There are four notes.,True,There are only four stars.,1,,3779,,,"[0, 1]","[0, 0, 0]",1458,0,"[8, 2, 5]","[0, 0, 0]","[0, 9, 1]",,11.40925,"[6, 1, 4]",2,"[1, 0]",1,1,undefined,0,,There are only four diamonds.,1,filler,20,True
exh-only,True,There are four ticks.,True,2 + 1 = ?,1,,3909,,,"[1, 0]","[5, 0, 0]",1840,1,"[2, 9, 7]","[8, 0, 0]","[13, 8, 5]",,11.40925,"[3, 2, 1]",3,"[0, 1]",0,0,undefined,1,,8 + 5 = ?,0,response,20,True
exh-only,True,There is a triangle.,True,There is a tick.,2,,5295,,,"[1, 0]","[0, 0, 0]",2088,1,"[9, 8, 1]","[0, 0, 0]","[6, 4, 1]",,11.40925,"[2, 4, 6]",0,"[0, 1]",0,0,undefined,1,,There is a star.,1,filler,20,True
exh-only,True,There are four spades.,True,There are only four hearts.,1,,3832,,,"[0, 1]","[0, 0, 0]",1320,0,"[3, 1, 8]","[0, 0, 0]","[6, 2, 0]",,11.40925,"[4, 9, 6]",2,"[1, 0]",1,1,undefined,0,,There are only four stars.,1,filler,20,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are triangles.,0,,8292,,,"[0, 1]","[0, 0, 0]",3519,0,"[8, 7, 4]","[0, 0, 0]","[4, 6, 1]",,11.40925,"[9, 4, 1]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are hearts.,1,response,20,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are clubs.,0,,5875,,,"[1, 0]","[0, 0, 0]",1747,0,"[8, 5, 2]","[0, 0, 0]","[5, 3, 8]",,11.40925,"[1, 8, 6]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are squares.,1,response,20,True
exh-only,True,There is a square.,True,There is a star.,2,,4189,,,"[1, 0]","[0, 0, 0]",1348,1,"[5, 2, 1]","[0, 0, 0]","[6, 1, 8]",,11.40925,"[6, 2, 9]",0,"[0, 1]",0,0,undefined,1,,There is a star.,0,response,20,True
exh-only,True,Some of the symbols are triangles.,True,Only some of the symbols are notes.,0,,4690,,,"[0, 1]","[0, 0, 0]",1431,0,"[9, 1, 2]","[0, 0, 0]","[8, 2, 4]",,11.40925,"[8, 0, 6]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are notes.,1,filler,20,True
exh-only,True,There is a triangle.,True,There is a heart.,2,,7016,,,"[1, 0]","[0, 0, 0]",1686,0,"[9, 8, 1]","[0, 0, 0]","[1, 4, 9]",,11.40925,"[4, 1, 7]",0,"[1, 0]",0,0,undefined,0,,There is a club.,1,filler,20,True
exh-only,True,There is a star.,True,There is only a square.,2,,4392,,,"[0, 1]","[0, 0, 0]",1708,1,"[6, 7, 3]","[0, 0, 0]","[1, 6, 2]",,11.40925,"[5, 1, 0]",2,"[0, 1]",1,1,undefined,1,,There is only a club.,1,filler,20,True
exh-only,False,Some of the symbols are stars.,True,8 + 4 = ?,0,,3576,,,"[0, 1]","[4, 0, 0]",1375,0,"[6, 7, 4]","[8, 0, 0]","[5, 5, 0]",,11.40925,"[12, 8, 4]",3,"[0, 1]",1,1,undefined,1,,5 + 0 = ?,1,response,20,False
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are triangles.,0,,6472,,,"[1, 0]","[0, 0, 0]",1704,0,"[7, 1, 6]","[0, 0, 0]","[0, 8, 4]",,11.40925,"[9, 6, 8]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are diamonds.,1,response,20,True
