image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,548,0,9.682433333333334,"[8, 4, 9]",1,There is a star.,There is a note.,1,"[0, 0, 0]",,False,response,,,2,"[6, 9, 2]",23,"[8, 1, 5]",1694,There is a note.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,571,1,9.682433333333334,"[6, 9, 5]",0,There is a tick.,There is a star.,0,"[0, 0, 0]",,False,response,,,2,"[2, 4, 5]",23,"[6, 9, 4]",1911,There is a star.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,1648,0,9.682433333333334,"[3, 6, 4]",1,There are four notes.,There are four squares.,0,"[0, 0, 0]",,False,response,,,1,"[8, 4, 0]",23,"[5, 1, 8]",2924,There are four spades.
,"[1, 0]",exh-only,,1,"[5, 0, 0]",0,False,"[0, 1]",0,False,undefined,1142,1,9.682433333333334,"[11, 8, 3]",0,3 + 8 = ?,There are four notes.,3,"[5, 0, 0]",,False,response,,,1,"[11, 3, 8]",23,"[8, 2, 1]",5995,8 + 3 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,589,0,9.682433333333334,"[1, 9, 3]",0,There is a diamond.,There is a club.,1,"[0, 0, 0]",,True,response,,,2,"[0, 3, 9]",23,"[1, 5, 7]",1740,There is a club.
,"[0, 1]",exh-only,,0,"[5, 0, 0]",0,False,"[1, 0]",1,False,undefined,1014,0,9.682433333333334,"[7, 7, 0]",1,2 + 7 = ?,There are four circles.,3,"[8, 0, 0]",,False,response,,,1,"[9, 2, 7]",23,"[7, 9, 8]",6675,7 + 0 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,633,0,9.682433333333334,"[9, 5, 3]",1,There are four circles.,There are four ticks.,0,"[0, 0, 0]",,False,filler,,,1,"[7, 9, 5]",23,"[2, 4, 1]",1858,There are four triangles.
,"[1, 0]",exh-only,,1,"[5, 0, 0]",0,False,"[0, 1]",0,False,undefined,999,1,9.682433333333334,"[3, 3, 0]",0,7 + 8 = ?,There are four ticks.,3,"[8, 0, 0]",,False,filler,,,1,"[15, 7, 8]",23,"[2, 9, 7]",7030,3 + 0 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,558,1,9.682433333333334,"[3, 7, 0]",1,Some of the symbols are hearts.,Some of the symbols are notes.,1,"[0, 0, 0]",,True,filler,,,0,"[4, 2, 1]",23,"[8, 5, 2]",1701,Some of the symbols are spades.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,False,undefined,529,0,9.682433333333334,"[6, 4, 0]",1,There is a heart.,There is a star.,0,"[0, 0, 0]",,False,response,,,2,"[4, 2, 1]",23,"[6, 8, 5]",1994,There is a star.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,649,1,9.682433333333334,"[6, 5, 7]",1,There are only four ticks.,There are four squares.,2,"[0, 0, 0]",,True,response,,,1,"[2, 0, 7]",23,"[5, 3, 0]",1846,There are only four stars.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,628,0,9.682433333333334,"[2, 0, 5]",1,There are four stars.,There are four ticks.,0,"[0, 0, 0]",,False,filler,,,1,"[6, 9, 4]",23,"[2, 8, 7]",1800,There are four ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,1528,1,9.682433333333334,"[5, 9, 4]",1,Some of the symbols are ticks.,Some of the symbols are stars.,0,"[0, 0, 0]",,True,response,,,0,"[2, 5, 8]",23,"[6, 5, 0]",2796,Some of the symbols are squares.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,661,1,9.682433333333334,"[7, 5, 0]",1,Some of the symbols are clubs.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,filler,,,0,"[1, 3, 7]",23,"[0, 5, 3]",1911,Some of the symbols are circles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,641,1,9.682433333333334,"[7, 1, 5]",0,There are only four clubs.,There are four hearts.,2,"[0, 0, 0]",,False,filler,,,1,"[1, 0, 4]",23,"[4, 8, 2]",2383,There are only four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,549,1,9.682433333333334,"[1, 2, 7]",1,There is a square.,There is a triangle.,0,"[0, 0, 0]",,True,filler,,,2,"[5, 0, 1]",23,"[9, 7, 2]",1736,There is a club.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,9507,1,9.682433333333334,"[1, 8, 2]",1,There are four clubs.,There are four spades.,1,"[0, 0, 0]",,True,filler,,,1,"[1, 3, 4]",23,"[3, 4, 2]",10760,There are four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,651,1,9.682433333333334,"[9, 5, 2]",0,There is a heart.,There is a diamond.,1,"[0, 0, 0]",,False,filler,,,2,"[4, 3, 9]",23,"[0, 3, 4]",1911,There is a triangle.
,"[1, 0]",exh-only,,0,"[8, 0, 0]",1,False,"[1, 0]",1,False,undefined,1036,0,9.682433333333334,"[14, 5, 9]",0,5 + 2 = ?,Some of the symbols are notes.,3,"[2, 0, 0]",,True,filler,,,0,"[7, 5, 2]",23,"[8, 7, 1]",17233,5 + 9 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,585,0,9.682433333333334,"[7, 5, 1]",0,Some of the symbols are diamonds.,Some of the symbols are spades.,0,"[0, 0, 0]",,True,filler,,,0,"[0, 8, 9]",23,"[3, 7, 1]",1747,Some of the symbols are circles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,648,1,9.682433333333334,"[0, 7, 8]",0,There is only a heart.,There is a spade.,2,"[0, 0, 0]",,False,filler,,,2,"[4, 6, 7]",23,"[3, 5, 8]",1993,There is only a diamond.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,668,1,9.682433333333334,"[5, 9, 6]",1,There are only four notes.,There are four ticks.,2,"[0, 0, 0]",,True,filler,,,1,"[8, 0, 3]",23,"[2, 1, 3]",3636,There are only four squares.
,"[0, 1]",exh-only,,1,"[4, 0, 0]",1,True,"[0, 1]",1,False,undefined,1678,0,9.682433333333334,"[16, 9, 7]",1,6 + 3 = ?,There are four spades.,3,"[9, 0, 0]",,False,filler,,,1,"[9, 6, 3]",23,"[3, 8, 1]",14134,9 + 7 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,479,1,9.682433333333334,"[5, 2, 7]",1,Only some of the symbols are triangles.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,True,filler,,,0,"[9, 8, 5]",23,"[0, 4, 1]",1411,Only some of the symbols are squares.
,"[0, 1]",exh-only,,1,"[4, 0, 0]",0,True,"[0, 1]",1,False,undefined,950,0,9.682433333333334,"[18, 9, 9]",1,6 + 3 = ?,There is a circle.,3,"[6, 0, 0]",,False,response,,,2,"[9, 6, 3]",23,"[7, 4, 3]",4942,9 + 9 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,482,0,9.682433333333334,"[8, 3, 1]",1,There are four notes.,There are four ticks.,0,"[0, 0, 0]",,False,filler,,,1,"[8, 6, 3]",23,"[2, 6, 7]",1522,There are four notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,587,1,9.682433333333334,"[2, 6, 7]",0,There are four ticks.,There are four hearts.,1,"[0, 0, 0]",,False,response,,,1,"[2, 0, 6]",23,"[4, 9, 3]",1599,There are four ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,537,0,9.682433333333334,"[6, 2, 7]",1,There are four circles.,There are four squares.,1,"[0, 0, 0]",,False,filler,,,1,"[7, 5, 6]",23,"[5, 7, 6]",1906,There are four stars.
,"[0, 1]",exh-only,,1,"[3, 0, 0]",0,True,"[0, 1]",1,False,undefined,1946,0,9.682433333333334,"[13, 6, 7]",1,8 + 4 = ?,There are four ticks.,3,"[1, 0, 0]",,False,filler,,,1,"[12, 8, 4]",23,"[2, 5, 8]",5939,6 + 7 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,603,0,9.682433333333334,"[8, 6, 0]",0,Only some of the symbols are spades.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,response,,,0,"[3, 1, 5]",23,"[6, 3, 2]",1868,Only some of the symbols are notes.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,571,0,9.682433333333334,"[0, 8, 4]",0,There is only a tick.,There is a heart.,2,"[0, 0, 0]",,True,response,,,2,"[2, 0, 7]",23,"[4, 6, 0]",2332,There is only a diamond.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,627,0,9.682433333333334,"[1, 9, 6]",0,There is a diamond.,There is a circle.,0,"[0, 0, 0]",,True,filler,,,2,"[0, 6, 1]",23,"[7, 9, 4]",1842,There is a club.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,554,0,9.682433333333334,"[6, 5, 7]",1,Some of the symbols are circles.,Some of the symbols are notes.,0,"[0, 0, 0]",,False,response,,,0,"[7, 3, 2]",23,"[8, 7, 6]",2061,Some of the symbols are stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,756,0,9.682433333333334,"[9, 7, 4]",0,There are four hearts.,There are four ticks.,1,"[0, 0, 0]",,True,filler,,,1,"[4, 0, 3]",23,"[2, 6, 0]",1969,There are four triangles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,599,0,9.682433333333334,"[2, 8, 0]",0,Only some of the symbols are squares.,Some of the symbols are hearts.,2,"[0, 0, 0]",,True,response,,,0,"[5, 7, 4]",23,"[4, 8, 2]",1811,Only some of the symbols are ticks.
,"[1, 0]",exh-only,,1,"[5, 0, 0]",1,True,"[0, 1]",1,True,undefined,3219,0,9.682433333333334,"[5, 1, 4]",0,9 + 8 = ?,There is a circle.,3,"[5, 0, 0]",,True,filler,,,2,"[17, 9, 8]",23,"[7, 2, 3]",8357,1 + 4 = ?
,"[0, 1]",exh-only,,0,"[2, 0, 0]",1,False,"[1, 0]",1,False,undefined,10612,0,9.682433333333334,"[4, 1, 3]",1,5 + 2 = ?,There are four triangles.,3,"[2, 0, 0]",,False,filler,,,1,"[7, 5, 2]",23,"[9, 1, 3]",14470,1 + 3 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,629,1,9.682433333333334,"[8, 1, 4]",1,There are four triangles.,There are four ticks.,0,"[0, 0, 0]",,True,response,,,1,"[9, 1, 2]",23,"[2, 1, 3]",1916,There are four notes.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,583,1,9.682433333333334,"[9, 1, 6]",1,There are only four squares.,There are four triangles.,2,"[0, 0, 0]",,True,filler,,,1,"[5, 3, 2]",23,"[9, 1, 7]",1664,There are only four triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,564,1,9.682433333333334,"[4, 9, 0]",1,There is a note.,There is a diamond.,1,"[0, 0, 0]",,True,response,,,2,"[8, 5, 9]",23,"[0, 4, 8]",1761,There is a heart.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,8718,0,9.682433333333334,"[0, 7, 8]",0,There are four diamonds.,There are four stars.,1,"[0, 0, 0]",,True,response,,,1,"[0, 3, 5]",23,"[6, 9, 7]",9865,There are four diamonds.
,"[0, 1]",exh-only,,1,"[1, 0, 0]",0,False,"[0, 1]",0,False,undefined,9390,1,9.682433333333334,"[10, 5, 5]",1,6 + 2 = ?,Some of the symbols are notes.,3,"[6, 0, 0]",,True,filler,,,0,"[8, 6, 2]",23,"[8, 3, 5]",16312,5 + 5 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,537,0,9.682433333333334,"[5, 6, 7]",0,There are four squares.,There are four squares.,1,"[0, 0, 0]",,True,response,,,1,"[5, 1, 7]",23,"[5, 3, 8]",1559,There are four squares.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,560,1,9.682433333333334,"[7, 4, 0]",0,Some of the symbols are triangles.,Some of the symbols are hearts.,0,"[0, 0, 0]",,False,filler,,,0,"[9, 5, 7]",23,"[4, 7, 9]",1806,Some of the symbols are circles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,575,0,9.682433333333334,"[4, 9, 1]",0,Some of the symbols are diamonds.,Some of the symbols are circles.,1,"[0, 0, 0]",,True,response,,,0,"[0, 5, 7]",23,"[7, 9, 6]",1712,Some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[9, 0, 0]",0,False,"[0, 1]",0,False,undefined,996,1,9.682433333333334,"[8, 8, 0]",0,1 + 1 = ?,There is a spade.,3,"[7, 0, 0]",,False,response,,,2,"[2, 1, 1]",23,"[3, 1, 2]",6007,8 + 0 = ?
,"[0, 1]",exh-only,,0,"[8, 0, 0]",0,False,"[1, 0]",1,False,undefined,920,0,9.682433333333334,"[12, 4, 8]",1,2 + 7 = ?,There is a square.,3,"[3, 0, 0]",,False,response,,,2,"[9, 2, 7]",23,"[5, 1, 0]",8405,4 + 8 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,5551,0,9.682433333333334,"[9, 1, 7]",0,There are only four diamonds.,There are four diamonds.,2,"[0, 0, 0]",,True,response,,,1,"[0, 1, 6]",23,"[0, 2, 6]",6796,There are only four triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,662,0,9.682433333333334,"[7, 1, 8]",1,There are four diamonds.,There are four triangles.,1,"[0, 0, 0]",,False,filler,,,1,"[0, 3, 5]",23,"[9, 3, 7]",1673,There are four circles.
,"[1, 0]",exh-only,,0,"[8, 0, 0]",1,False,"[1, 0]",1,False,undefined,953,0,9.682433333333334,"[9, 1, 8]",0,7 + 7 = ?,There are four notes.,3,"[2, 0, 0]",,True,response,,,1,"[14, 7, 7]",23,"[8, 2, 0]",9419,1 + 8 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,False,undefined,535,0,9.682433333333334,"[9, 3, 8]",1,Some of the symbols are ticks.,Some of the symbols are notes.,1,"[0, 0, 0]",,False,response,,,0,"[2, 6, 4]",23,"[8, 3, 9]",1547,Some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[6, 0, 0]",0,True,"[0, 1]",1,True,undefined,2124,0,9.682433333333334,"[5, 5, 0]",0,2 + 7 = ?,There is a square.,3,"[0, 0, 0]",,True,filler,,,2,"[9, 2, 7]",23,"[5, 3, 1]",53628,5 + 0 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,533,1,9.682433333333334,"[1, 7, 6]",0,There is a spade.,There is a star.,1,"[0, 0, 0]",,False,filler,,,2,"[3, 0, 5]",23,"[6, 7, 9]",1637,There is a club.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,496,0,9.682433333333334,"[0, 2, 3]",1,There is a diamond.,There is a tick.,0,"[0, 0, 0]",,False,filler,,,2,"[0, 2, 8]",23,"[2, 0, 3]",1520,There is a diamond.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,526,1,9.682433333333334,"[5, 6, 0]",1,Only some of the symbols are diamonds.,Some of the symbols are hearts.,2,"[0, 0, 0]",,True,response,,,0,"[0, 4, 3]",23,"[4, 0, 9]",1502,Only some of the symbols are squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,581,0,9.682433333333334,"[5, 2, 1]",0,Some of the symbols are diamonds.,Some of the symbols are stars.,1,"[0, 0, 0]",,True,filler,,,0,"[0, 7, 9]",23,"[6, 9, 4]",3851,Some of the symbols are squares.
,"[0, 1]",exh-only,,1,"[4, 0, 0]",0,True,"[0, 1]",1,False,undefined,1383,0,9.682433333333334,"[6, 6, 0]",1,6 + 7 = ?,Some of the symbols are stars.,3,"[7, 0, 0]",,False,response,,,0,"[13, 6, 7]",23,"[6, 8, 5]",6067,6 + 0 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,537,0,9.682433333333334,"[3, 8, 6]",0,Only some of the symbols are hearts.,Some of the symbols are circles.,2,"[0, 0, 0]",,True,filler,,,0,"[4, 7, 5]",23,"[7, 6, 2]",16437,Only some of the symbols are spades.
,"[0, 1]",exh-only,,0,"[1, 0, 0]",0,False,"[1, 0]",1,False,undefined,3859,0,9.682433333333334,"[13, 6, 7]",1,8 + 6 = ?,There is a diamond.,3,"[2, 0, 0]",,False,response,,,2,"[14, 8, 6]",23,"[0, 9, 4]",36358,6 + 7 = ?
,"[1, 0]",exh-only,,1,"[6, 0, 0]",0,True,"[0, 1]",1,True,undefined,2007,0,9.682433333333334,"[9, 9, 0]",0,9 + 7 = ?,Some of the symbols are stars.,3,"[1, 0, 0]",,True,response,,,0,"[16, 9, 7]",23,"[6, 0, 4]",15066,9 + 0 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,483,1,9.682433333333334,"[5, 8, 1]",1,There is only a club.,There is a square.,2,"[0, 0, 0]",,True,filler,,,2,"[1, 8, 7]",23,"[5, 9, 6]",1678,There is only a square.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,653,0,9.682433333333334,"[7, 1, 9]",0,There are four stars.,There are four spades.,0,"[0, 0, 0]",,True,response,,,1,"[6, 7, 0]",23,"[3, 8, 4]",2097,There are four circles.
,"[1, 0]",exh-only,,1,"[3, 0, 0]",1,False,"[0, 1]",0,False,undefined,898,1,9.682433333333334,"[11, 7, 4]",0,0 + 2 = ?,There are four hearts.,3,"[6, 0, 0]",,False,response,,,1,"[2, 0, 2]",23,"[4, 2, 5]",15610,7 + 4 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,631,0,9.682433333333334,"[7, 9, 8]",0,There is a tick.,There is a diamond.,0,"[0, 0, 0]",,True,filler,,,2,"[2, 7, 3]",23,"[0, 5, 3]",2795,There is a circle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,607,0,9.682433333333334,"[2, 6, 9]",1,There is only a circle.,There is a spade.,2,"[0, 0, 0]",,False,response,,,2,"[7, 4, 8]",23,"[3, 6, 7]",1900,There is only a tick.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,539,0,9.682433333333334,"[1, 2, 3]",1,There is only a diamond.,There is a spade.,2,"[0, 0, 0]",,False,response,,,2,"[0, 5, 4]",23,"[3, 1, 6]",1734,There is only a club.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,2405,1,9.682433333333334,"[8, 9, 3]",0,There are only four clubs.,There are four squares.,2,"[0, 0, 0]",,False,response,,,1,"[1, 8, 5]",23,"[5, 9, 0]",3473,There are only four notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,1077,0,9.682433333333334,"[6, 7, 0]",0,There is only a heart.,There is a diamond.,2,"[0, 0, 0]",,True,filler,,,2,"[4, 7, 1]",23,"[0, 4, 2]",2078,There is only a star.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,562,0,9.682433333333334,"[3, 5, 0]",1,There are only four squares.,There are four clubs.,2,"[0, 0, 0]",,False,response,,,1,"[5, 3, 7]",23,"[1, 2, 8]",1682,There are only four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,560,0,9.682433333333334,"[1, 4, 6]",1,Some of the symbols are squares.,Some of the symbols are spades.,1,"[0, 0, 0]",,False,response,,,0,"[5, 4, 3]",23,"[3, 0, 8]",1662,Some of the symbols are clubs.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,407,0,9.682433333333334,"[3, 8, 7]",0,Some of the symbols are circles.,Some of the symbols are hearts.,1,"[0, 0, 0]",,True,response,,,0,"[7, 2, 6]",23,"[4, 7, 5]",1270,Some of the symbols are spades.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,623,0,9.682433333333334,"[7, 8, 4]",0,Some of the symbols are squares.,Some of the symbols are stars.,1,"[0, 0, 0]",,True,filler,,,0,"[5, 6, 9]",23,"[6, 9, 0]",1707,Some of the symbols are circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,455,1,9.682433333333334,"[8, 5, 4]",1,There is only a square.,There is a club.,2,"[0, 0, 0]",,True,filler,,,2,"[5, 7, 4]",23,"[1, 5, 4]",1638,There is only a note.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,549,0,9.682433333333334,"[8, 1, 5]",0,There is a spade.,There is a spade.,0,"[0, 0, 0]",,True,response,,,2,"[3, 4, 2]",23,"[3, 9, 2]",1378,There is a note.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,424,0,9.682433333333334,"[7, 1, 6]",1,There is a triangle.,There is a diamond.,0,"[0, 0, 0]",,False,response,,,2,"[9, 1, 6]",23,"[0, 9, 3]",1278,There is a circle.
,"[1, 0]",exh-only,,1,"[5, 0, 0]",1,False,"[0, 1]",0,False,undefined,4987,0,9.682433333333334,"[10, 9, 1]",0,5 + 6 = ?,Some of the symbols are ticks.,3,"[0, 0, 0]",,True,filler,,,0,"[11, 5, 6]",23,"[2, 1, 8]",16200,9 + 1 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,541,1,9.682433333333334,"[1, 9, 4]",1,There are four circles.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[7, 2, 4]",23,"[1, 0, 8]",2076,There are four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,456,0,9.682433333333334,"[3, 0, 4]",0,Some of the symbols are clubs.,Some of the symbols are ticks.,0,"[0, 0, 0]",,True,filler,,,0,"[1, 2, 4]",23,"[2, 4, 9]",1535,Some of the symbols are spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,1683,1,9.682433333333334,"[2, 6, 9]",0,There is only a square.,There is a club.,2,"[0, 0, 0]",,False,response,,,2,"[5, 2, 6]",23,"[1, 9, 7]",2746,There is only a tick.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,2128,0,9.682433333333334,"[4, 8, 6]",1,Some of the symbols are clubs.,Some of the symbols are circles.,0,"[0, 0, 0]",,False,response,,,0,"[1, 4, 8]",23,"[7, 1, 9]",3601,Some of the symbols are hearts.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,529,1,9.682433333333334,"[1, 8, 2]",1,Only some of the symbols are notes.,Some of the symbols are hearts.,2,"[0, 0, 0]",,True,filler,,,0,"[8, 3, 6]",23,"[4, 1, 3]",1525,Only some of the symbols are clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,783,0,9.682433333333334,"[5, 4, 0]",0,Only some of the symbols are triangles.,Some of the symbols are clubs.,2,"[0, 0, 0]",,True,response,,,0,"[9, 8, 5]",23,"[1, 9, 6]",1890,Only some of the symbols are squares.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,False,"[1, 0]",1,False,undefined,574,0,9.682433333333334,"[0, 1, 8]",0,There is a square.,There is a circle.,1,"[0, 0, 0]",,True,response,,,2,"[5, 1, 3]",23,"[7, 6, 4]",1850,There is a diamond.
,"[0, 1]",exh-only,,0,"[3, 0, 0]",0,True,"[1, 0]",0,True,undefined,389,1,9.682433333333334,"[10, 9, 1]",1,0 + 2 = ?,There is a circle.,3,"[9, 0, 0]",,True,filler,,,2,"[2, 0, 2]",23,"[7, 1, 2]",5983,9 + 1 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,False,undefined,538,0,9.682433333333334,"[3, 6, 4]",1,There are only four notes.,There are four hearts.,2,"[0, 0, 0]",,False,filler,,,1,"[8, 0, 1]",23,"[4, 0, 1]",1080,There are only four spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,599,0,9.682433333333334,"[5, 0, 9]",0,Some of the symbols are stars.,Some of the symbols are spades.,1,"[0, 0, 0]",,True,filler,,,0,"[6, 2, 5]",23,"[3, 2, 4]",2049,Some of the symbols are squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,574,0,9.682433333333334,"[2, 5, 7]",0,There is a square.,There is a note.,1,"[0, 0, 0]",,True,filler,,,2,"[5, 8, 3]",23,"[8, 4, 9]",1810,There is a tick.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,632,0,9.682433333333334,"[1, 3, 9]",0,Only some of the symbols are ticks.,Some of the symbols are spades.,2,"[0, 0, 0]",,True,filler,,,0,"[2, 6, 9]",23,"[3, 2, 6]",7659,Only some of the symbols are clubs.
,"[0, 1]",exh-only,,0,"[9, 0, 0]",1,True,"[1, 0]",0,True,undefined,682,1,9.682433333333334,"[17, 9, 8]",1,2 + 9 = ?,Some of the symbols are spades.,3,"[3, 0, 0]",,True,response,,,0,"[11, 2, 9]",23,"[3, 9, 1]",9192,9 + 8 = ?
,"[1, 0]",exh-only,,0,"[3, 0, 0]",1,True,"[1, 0]",0,False,undefined,1020,1,9.682433333333334,"[10, 8, 2]",0,0 + 1 = ?,Some of the symbols are circles.,3,"[9, 0, 0]",,False,filler,,,0,"[1, 0, 1]",23,"[7, 2, 8]",9216,8 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,617,0,9.682433333333334,"[0, 7, 3]",0,There are four stars.,There are four stars.,0,"[0, 0, 0]",,True,response,,,1,"[6, 9, 0]",23,"[6, 5, 0]",1793,There are four diamonds.
