primeStrength,primeTShuffle,correctPTChoice,responseSentence,pTSentence,pOSymbols,goodPTChoice,Answer.time_in_minutes,correctPChoices,response_rt,pTwrongAnswer,pOChoice,audio,correctPOChoice,pOSentence,primeOShuffle,response,pTChoice,block_rt,slide_number,workerid,responseChoice,image,Answer.condition,pTSymbols,goodPOChoice,responseSymbols,pOwrongAnswer,primeType,trial_type,btwncondition,slide_type
0,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are squares.,"[6, 1, 5]",1,14.76965,True,2783,"[0, 0, 0]",1,,True,Some of the symbols are stars.,"[0, 1]",,1,7730,,24,0,,undefined,"[5, 6, 8]",1,"[3, 2, 6]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",True,There is a heart.,1 + 6 = ?,"[10, 3, 7]",1,14.76965,False,1386,"[8, 0, 0]",0,,False,3 + 7 = ?,"[0, 1]",,1,4292,,24,1,,undefined,"[7, 1, 6]",1,"[4, 9, 0]","[3, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,Some of the symbols are triangles.,Some of the symbols are diamonds.,"[2, 5, 9]",1,14.76965,True,1959,"[0, 0, 0]",1,,True,Some of the symbols are ticks.,"[0, 1]",,1,233696,,24,1,,undefined,"[0, 6, 8]",1,"[9, 3, 0]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There is a heart.,There is a note and a tick.,"[4, 8, 2]",1,14.76965,True,1262,"[0, 0, 0]",1,,True,There is a heart and a note.,"[0, 1]",,1,6833,,24,1,,undefined,"[8, 2, 4]",1,"[4, 6, 2]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",True,There is a triangle.,There is a star.,"[3, 4, 6]",0,14.76965,False,1143,"[0, 0, 0]",1,,False,There is a spade.,"[1, 0]",,0,6591,,24,1,,undefined,"[6, 5, 1]",0,"[9, 7, 0]","[0, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,Some of the symbols are notes.,Some of the symbols are hearts.,"[1, 5, 4]",0,14.76965,True,1995,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,0,5535,,24,1,,undefined,"[4, 5, 6]",0,"[8, 7, 9]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,Some of the symbols are squares.,All of the symbols are squares.,"[8, 5, 2]",0,14.76965,True,1652,"[0, 0, 0]",0,,True,All of the symbols are notes.,"[1, 0]",,0,4343,,24,1,,undefined,"[5, 8, 1]",0,"[5, 4, 6]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There is a square.,There is a heart and a circle.,"[6, 1, 0]",0,14.76965,True,2205,"[0, 0, 0]",1,,True,There is a star and a club.,"[0, 1]",,0,9715,,24,0,,undefined,"[4, 7, 9]",1,"[5, 1, 6]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,There is a circle.,There is a spade.,"[2, 1, 0]",1,14.76965,True,2124,"[0, 0, 0]",0,,True,There is a tick.,"[1, 0]",,1,6060,,24,0,,undefined,"[3, 0, 7]",0,"[7, 4, 2]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,There are four hearts.,6 + 0 = ?,"[9, 0, 9]",1,14.76965,True,1342,"[7, 0, 0]",1,,True,0 + 9 = ?,"[0, 1]",,1,4263,,24,1,,undefined,"[6, 6, 0]",1,"[4, 2, 0]","[9, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a circle.,There is a spade.,"[5, 0, 6]",0,14.76965,True,1527,"[0, 0, 0]",0,,True,There is a square.,"[1, 0]",,0,5021,,24,0,,undefined,"[3, 0, 7]",0,"[7, 0, 6]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are triangles.,All of the symbols are spades.,"[9, 0, 7]",0,14.76965,True,1699,"[0, 0, 0]",1,,True,All of the symbols are triangles.,"[0, 1]",,0,5279,,24,1,,undefined,"[3, 9, 2]",1,"[9, 8, 5]","[0, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,There is a club.,There is a note.,"[9, 3, 2]",1,14.76965,False,1736,"[0, 0, 0]",1,,False,There is a triangle.,"[1, 0]",,1,5123,,24,1,,undefined,"[8, 7, 9]",0,"[1, 6, 0]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There are four ticks.,There are six notes.,"[1, 8, 9]",0,14.76965,True,1072,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,0,3449,,24,1,,undefined,"[8, 0, 2]",1,"[2, 4, 7]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",False,There is a spade.,3 + 7 = ?,"[13, 5, 8]",0,14.76965,False,1755,"[6, 0, 0]",0,,False,5 + 8 = ?,"[0, 1]",,1,4064,,24,1,,undefined,"[10, 3, 7]",1,"[3, 8, 9]","[7, 0, 0]",2,filler,alternative,
3,"[1, 0]",True,Some of the symbols are triangles.,5 + 0 = ?,"[11, 2, 9]",0,14.76965,False,1489,"[7, 0, 0]",1,,False,2 + 9 = ?,"[1, 0]",,0,4953,,24,1,,undefined,"[5, 5, 0]",0,"[9, 7, 1]","[4, 0, 0]",0,filler,alternative,
0,"[1, 0]",False,There is a diamond.,There is a club.,"[3, 9, 6]",0,14.76965,False,1526,"[0, 0, 0]",0,,True,There is a spade.,"[1, 0]",,1,8553,,24,0,,undefined,"[1, 2, 3]",0,"[0, 1, 3]","[0, 0, 0]",2,response,alternative,
0,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are spades.,"[8, 1, 0]",0,14.76965,True,3994,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,0,6884,,24,1,,undefined,"[3, 8, 5]",0,"[1, 4, 2]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a note.,There is a note.,"[4, 0, 2]",1,14.76965,True,1629,"[0, 0, 0]",0,,True,There is a heart.,"[1, 0]",,1,4844,,24,0,,undefined,"[8, 4, 9]",0,"[8, 1, 7]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There are four stars.,There are six ticks.,"[9, 7, 8]",1,14.76965,True,1550,"[0, 0, 0]",1,,True,There are six triangles.,"[0, 1]",,1,3838,,24,1,,undefined,"[2, 9, 7]",1,"[6, 4, 1]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,Some of the symbols are hearts.,All of the symbols are circles.,"[2, 1, 4]",0,14.76965,True,1285,"[0, 0, 0]",1,,True,All of the symbols are ticks.,"[0, 1]",,0,4250,,24,1,,undefined,"[7, 2, 5]",1,"[4, 8, 2]","[0, 0, 0]",0,filler,alternative,
3,"[0, 1]",False,Some of the symbols are squares.,6 + 7 = ?,"[15, 9, 6]",1,14.76965,False,901,"[9, 0, 0]",1,,False,9 + 6 = ?,"[1, 0]",,0,6900,,24,0,,undefined,"[13, 6, 7]",0,"[5, 6, 7]","[2, 0, 0]",0,response,alternative,
1,"[0, 1]",False,There are four hearts.,There are four clubs.,"[3, 1, 2]",1,14.76965,False,644,"[0, 0, 0]",0,,False,There are four spades.,"[0, 1]",,0,2853,,24,1,,undefined,"[1, 3, 6]",1,"[4, 6, 2]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",False,There is a spade.,0 + 4 = ?,"[10, 4, 6]",0,14.76965,False,1792,"[9, 0, 0]",0,,False,4 + 6 = ?,"[0, 1]",,1,5066,,24,0,,undefined,"[4, 0, 4]",1,"[3, 4, 0]","[6, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There is a star.,There is a star.,"[7, 2, 4]",1,14.76965,True,1681,"[0, 0, 0]",1,,True,There is a circle.,"[0, 1]",,1,4792,,24,1,,undefined,"[6, 8, 5]",1,"[6, 2, 8]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are ticks.,"[1, 9, 2]",1,14.76965,True,554,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,1,1844,,24,0,,undefined,"[2, 3, 1]",0,"[3, 5, 2]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",False,Some of the symbols are stars.,Some of the symbols are diamonds.,"[5, 0, 4]",1,14.76965,False,473,"[0, 0, 0]",0,,False,Some of the symbols are squares.,"[0, 1]",,0,1793,,24,1,,undefined,"[0, 8, 3]",1,"[6, 5, 9]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four notes.,There are four stars.,"[8, 1, 3]",1,14.76965,True,522,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,1675,,24,0,,undefined,"[6, 8, 3]",1,"[8, 4, 9]","[0, 0, 0]",1,filler,alternative,
3,"[0, 1]",True,There is a triangle.,8 + 7 = ?,"[8, 4, 4]",1,14.76965,True,751,"[4, 0, 0]",0,,True,4 + 4 = ?,"[1, 0]",,1,4169,,24,0,,undefined,"[15, 8, 7]",0,"[9, 5, 7]","[3, 0, 0]",2,filler,alternative,
1,"[1, 0]",False,There are four triangles.,There are four spades.,"[6, 1, 8]",0,14.76965,False,569,"[0, 0, 0]",0,,True,There are four stars.,"[1, 0]",,1,1836,,24,1,,undefined,"[3, 6, 4]",0,"[9, 5, 0]","[0, 0, 0]",1,response,alternative,
3,"[1, 0]",True,Some of the symbols are squares.,1 + 4 = ?,"[6, 2, 4]",0,14.76965,False,900,"[6, 0, 0]",1,,False,2 + 4 = ?,"[1, 0]",,0,4288,,24,1,,undefined,"[5, 1, 4]",0,"[5, 3, 2]","[9, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,Some of the symbols are notes.,Some of the symbols are ticks.,"[8, 4, 3]",1,14.76965,False,507,"[0, 0, 0]",0,,False,Some of the symbols are notes.,"[0, 1]",,1,1707,,24,0,,undefined,"[2, 1, 3]",1,"[8, 5, 0]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are diamonds.,All of the symbols are hearts.,"[3, 4, 6]",1,14.76965,False,3034,"[0, 0, 0]",0,,False,All of the symbols are spades.,"[0, 1]",,1,4412,,24,0,,undefined,"[4, 2, 5]",1,"[0, 8, 6]","[0, 0, 0]",0,response,alternative,
1,"[1, 0]",True,Some of the symbols are squares.,Some of the symbols are stars.,"[5, 7, 0]",0,14.76965,True,1694,"[0, 0, 0]",0,,True,Some of the symbols are squares.,"[1, 0]",,0,10973,,24,1,,undefined,"[6, 7, 9]",0,"[5, 0, 4]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,Some of the symbols are circles.,2 + 7 = ?,"[4, 1, 3]",0,14.76965,False,1970,"[0, 0, 0]",0,,False,1 + 3 = ?,"[0, 1]",,1,5362,,24,1,,undefined,"[9, 2, 7]",1,"[7, 5, 6]","[7, 0, 0]",0,response,alternative,
3,"[0, 1]",True,There is a club.,5 + 1 = ?,"[10, 7, 3]",1,14.76965,True,1516,"[8, 0, 0]",0,,True,7 + 3 = ?,"[1, 0]",,1,3907,,24,1,,undefined,"[6, 5, 1]",0,"[1, 2, 5]","[1, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There is a heart.,There is a square and a club.,"[6, 5, 2]",0,14.76965,False,1919,"[0, 0, 0]",0,,False,There is a star and a square.,"[0, 1]",,0,5646,,24,0,,undefined,"[5, 1, 0]",1,"[4, 5, 8]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are squares.,All of the symbols are spades.,"[8, 3, 0]",0,14.76965,True,789,"[0, 0, 0]",0,,True,All of the symbols are notes.,"[1, 0]",,0,6901,,24,0,,undefined,"[3, 2, 7]",0,"[5, 2, 8]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,There are four triangles.,There are six squares.,"[8, 0, 2]",1,14.76965,True,466,"[0, 0, 0]",0,,True,There are six notes.,"[1, 0]",,1,1852,,24,0,,undefined,"[5, 1, 4]",0,"[9, 2, 3]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There is a triangle.,There is a spade.,"[9, 0, 3]",0,14.76965,False,575,"[0, 0, 0]",1,,False,There is a triangle.,"[1, 0]",,0,2962,,24,0,,undefined,"[3, 2, 5]",0,"[9, 2, 8]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There is a circle.,2 + 6 = ?,"[12, 8, 4]",1,14.76965,True,612,"[4, 0, 0]",0,,True,8 + 4 = ?,"[1, 0]",,1,3905,,24,0,,undefined,"[8, 2, 6]",0,"[7, 8, 0]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,There are four ticks.,There are four clubs.,"[1, 2, 4]",1,14.76965,False,595,"[0, 0, 0]",1,,False,There are four clubs.,"[1, 0]",,1,1910,,24,1,,undefined,"[1, 3, 5]",0,"[2, 0, 9]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",True,There is a triangle.,6 + 0 = ?,"[5, 0, 5]",1,14.76965,False,688,"[1, 0, 0]",0,,False,0 + 5 = ?,"[0, 1]",,1,3711,,24,0,,undefined,"[6, 6, 0]",1,"[9, 4, 6]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,There are four squares.,7 + 5 = ?,"[13, 7, 6]",1,14.76965,False,1738,"[1, 0, 0]",0,,False,7 + 6 = ?,"[0, 1]",,0,7733,,24,1,,undefined,"[12, 7, 5]",1,"[5, 3, 7]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four diamonds.,There are four notes.,"[0, 4, 3]",0,14.76965,True,552,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,0,3570,,24,1,,undefined,"[8, 1, 5]",0,"[0, 2, 8]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",False,Some of the symbols are spades.,Some of the symbols are clubs.,"[0, 6, 4]",1,14.76965,False,595,"[0, 0, 0]",1,,False,Some of the symbols are diamonds.,"[1, 0]",,0,1870,,24,1,,undefined,"[1, 8, 0]",0,"[3, 1, 0]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There are four spades.,There are six stars.,"[9, 6, 8]",0,14.76965,False,1003,"[0, 0, 0]",0,,False,There are six triangles.,"[0, 1]",,0,2697,,24,1,,undefined,"[6, 8, 1]",1,"[3, 6, 7]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",False,There are four notes.,There are four squares.,"[0, 4, 7]",1,14.76965,False,800,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,0,1957,,24,1,,undefined,"[5, 6, 7]",0,"[8, 6, 5]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",False,Some of the symbols are ticks.,Some of the symbols are triangles.,"[8, 3, 4]",0,14.76965,False,805,"[0, 0, 0]",0,,False,Some of the symbols are notes.,"[0, 1]",,1,2129,,24,1,,undefined,"[9, 6, 2]",1,"[2, 9, 5]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,Some of the symbols are squares.,Some of the symbols are hearts.,"[3, 9, 7]",0,14.76965,True,1061,"[0, 0, 0]",0,,True,Some of the symbols are spades.,"[1, 0]",,0,2829,,24,1,,undefined,"[4, 1, 6]",0,"[5, 4, 8]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",True,There are four triangles.,6 + 6 = ?,"[9, 1, 8]",1,14.76965,True,632,"[2, 0, 0]",1,,True,1 + 8 = ?,"[0, 1]",,1,3294,,24,0,,undefined,"[12, 6, 6]",1,"[9, 2, 6]","[9, 0, 0]",1,filler,alternative,
1,"[1, 0]",False,Some of the symbols are diamonds.,Some of the symbols are spades.,"[8, 1, 4]",0,14.76965,False,916,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,1,2065,,24,1,,undefined,"[3, 6, 5]",0,"[0, 7, 1]","[0, 0, 0]",0,response,alternative,
2,"[1, 0]",True,There is a diamond.,There is a star and a spade.,"[5, 0, 7]",0,14.76965,True,754,"[0, 0, 0]",1,,True,There is a square and a diamond.,"[0, 1]",,0,1978,,24,1,,undefined,"[6, 3, 4]",1,"[0, 7, 2]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",False,There is a note.,There is a tick and a note.,"[7, 3, 1]",0,14.76965,False,671,"[0, 0, 0]",0,,False,There is a circle and a spade.,"[0, 1]",,1,1977,,24,1,,undefined,"[2, 8, 3]",1,"[8, 6, 4]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are notes.,All of the symbols are ticks.,"[9, 8, 1]",0,14.76965,True,3142,"[0, 0, 0]",0,,True,All of the symbols are triangles.,"[1, 0]",,0,7906,,24,1,,undefined,"[2, 4, 5]",0,"[8, 3, 0]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",True,There are four clubs.,9 + 7 = ?,"[16, 7, 9]",0,14.76965,True,1947,"[7, 0, 0]",1,,True,7 + 9 = ?,"[0, 1]",,0,7499,,24,1,,undefined,"[16, 9, 7]",1,"[1, 8, 2]","[1, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There are four stars.,There are six squares.,"[6, 3, 8]",0,14.76965,True,512,"[0, 0, 0]",0,,True,There are six stars.,"[1, 0]",,0,4421,,24,1,,undefined,"[5, 6, 8]",0,"[6, 8, 5]","[0, 0, 0]",1,filler,alternative,
3,"[1, 0]",True,There is a circle.,7 + 8 = ?,"[12, 7, 5]",0,14.76965,False,608,"[2, 0, 0]",1,,False,7 + 5 = ?,"[1, 0]",,0,3526,,24,0,,undefined,"[15, 7, 8]",0,"[7, 6, 3]","[4, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There are four stars.,There are four hearts.,"[7, 2, 8]",1,14.76965,True,532,"[0, 0, 0]",1,,True,There are four circles.,"[0, 1]",,1,1732,,24,1,,undefined,"[4, 9, 0]",1,"[6, 3, 4]","[0, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,There is a club.,There is a triangle.,"[1, 4, 5]",1,14.76965,True,759,"[0, 0, 0]",0,,True,There is a club.,"[1, 0]",,1,1996,,24,0,,undefined,"[9, 3, 7]",0,"[1, 5, 9]","[0, 0, 0]",2,response,alternative,
0,"[1, 0]",True,Some of the symbols are hearts.,Some of the symbols are squares.,"[0, 3, 4]",0,14.76965,True,1210,"[0, 0, 0]",1,,True,Some of the symbols are diamonds.,"[0, 1]",,0,3783,,24,0,,undefined,"[5, 7, 3]",1,"[4, 1, 5]","[0, 0, 0]",0,response,alternative,
1,"[1, 0]",True,There is a spade.,There is a circle.,"[8, 4, 6]",0,14.76965,True,2633,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,0,7309,,24,1,,undefined,"[7, 2, 1]",1,"[3, 5, 6]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There are four triangles.,There are four notes.,"[5, 0, 8]",1,14.76965,True,1469,"[0, 0, 0]",0,,True,There are four squares.,"[1, 0]",,1,5612,,24,1,,undefined,"[8, 6, 7]",0,"[9, 1, 5]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",False,There are four stars.,There are six diamonds.,"[1, 5, 4]",0,14.76965,False,609,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,1,3792,,24,0,,undefined,"[0, 9, 8]",1,"[6, 0, 9]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",False,Some of the symbols are diamonds.,Some of the symbols are diamonds.,"[9, 8, 5]",1,14.76965,False,683,"[0, 0, 0]",0,,False,Some of the symbols are triangles.,"[0, 1]",,0,2132,,24,0,,undefined,"[0, 5, 3]",1,"[0, 8, 2]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There are four spades.,There are four stars.,"[7, 5, 4]",1,14.76965,True,636,"[0, 0, 0]",1,,True,There are four circles.,"[0, 1]",,1,2285,,24,0,,undefined,"[6, 0, 4]",1,"[3, 8, 4]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There are four notes.,There are four squares.,"[6, 7, 2]",1,14.76965,True,695,"[0, 0, 0]",0,,True,There are four stars.,"[1, 0]",,1,2010,,24,1,,undefined,"[5, 3, 9]",0,"[8, 9, 2]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,Some of the symbols are circles.,Some of the symbols are notes.,"[4, 7, 1]",0,14.76965,False,815,"[0, 0, 0]",1,,False,Some of the symbols are hearts.,"[1, 0]",,0,2368,,24,1,,undefined,"[8, 0, 2]",0,"[7, 3, 5]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a tick.,There is a star.,"[0, 3, 5]",1,14.76965,True,2365,"[0, 0, 0]",0,,True,There is a diamond.,"[1, 0]",,1,5477,,24,0,,undefined,"[6, 3, 2]",0,"[2, 3, 6]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,There are four clubs.,There are six clubs.,"[9, 4, 6]",0,14.76965,True,2067,"[0, 0, 0]",1,,True,There are six triangles.,"[0, 1]",,0,5457,,24,1,,undefined,"[1, 0, 3]",1,"[1, 9, 4]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There is a diamond.,There is a heart and a star.,"[2, 0, 5]",1,14.76965,True,1943,"[0, 0, 0]",1,,True,There is a tick and a diamond.,"[0, 1]",,1,6551,,24,1,,undefined,"[4, 6, 8]",1,"[0, 2, 7]","[0, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,There are four clubs.,There are four triangles.,"[2, 7, 5]",0,14.76965,True,1190,"[0, 0, 0]",1,,True,There are four ticks.,"[0, 1]",,0,3833,,24,1,,undefined,"[9, 8, 5]",1,"[1, 0, 3]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",False,There is a note.,There is a heart.,"[3, 1, 2]",0,14.76965,False,1966,"[0, 0, 0]",1,,False,There is a spade.,"[1, 0]",,1,6188,,24,1,,undefined,"[4, 0, 7]",0,"[8, 1, 3]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There is a diamond.,There is a circle and a star.,"[3, 7, 6]",0,14.76965,False,1452,"[0, 0, 0]",1,,False,There is a spade and a circle.,"[1, 0]",,0,5532,,24,0,,undefined,"[7, 6, 1]",0,"[0, 1, 2]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,Some of the symbols are hearts.,4 + 6 = ?,"[9, 8, 1]",1,14.76965,True,2592,"[6, 0, 0]",0,,True,8 + 1 = ?,"[1, 0]",,1,6220,,24,1,,undefined,"[10, 4, 6]",0,"[4, 6, 0]","[1, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,Some of the symbols are clubs.,All of the symbols are clubs.,"[9, 8, 1]",0,14.76965,False,2735,"[0, 0, 0]",0,,False,All of the symbols are triangles.,"[0, 1]",,0,11737,,24,0,,undefined,"[1, 5, 3]",1,"[1, 4, 2]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four circles.,There are four clubs.,"[3, 1, 7]",1,14.76965,True,1261,"[0, 0, 0]",1,,True,There are four spades.,"[0, 1]",,1,6017,,24,1,,undefined,"[1, 0, 2]",1,"[7, 5, 0]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",False,There are four stars.,There are four diamonds.,"[8, 4, 1]",1,14.76965,False,443,"[0, 0, 0]",0,,False,There are four notes.,"[0, 1]",,0,2692,,24,1,,undefined,"[0, 7, 9]",1,"[6, 7, 8]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four triangles.,There are four squares.,"[6, 8, 4]",0,14.76965,False,474,"[0, 0, 0]",0,,False,There are four stars.,"[0, 1]",,0,1643,,24,0,,undefined,"[5, 7, 6]",1,"[9, 2, 1]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",False,There are four stars.,5 + 3 = ?,"[11, 8, 3]",1,14.76965,False,765,"[4, 0, 0]",1,,False,8 + 3 = ?,"[1, 0]",,0,5040,,24,0,,undefined,"[8, 5, 3]",0,"[6, 4, 3]","[9, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There is a triangle.,There is a triangle and a circle.,"[7, 4, 9]",1,14.76965,False,482,"[0, 0, 0]",1,,False,There is a circle and a heart.,"[1, 0]",,1,1848,,24,1,,undefined,"[9, 7, 2]",0,"[9, 0, 7]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",True,Some of the symbols are stars.,4 + 3 = ?,"[10, 4, 6]",0,14.76965,True,1034,"[8, 0, 0]",1,,True,4 + 6 = ?,"[0, 1]",,0,4301,,24,0,,undefined,"[7, 4, 3]",1,"[6, 8, 4]","[4, 0, 0]",0,response,alternative,
3,"[0, 1]",True,Some of the symbols are diamonds.,3 + 3 = ?,"[2, 0, 2]",1,14.76965,False,1152,"[4, 0, 0]",1,,False,0 + 2 = ?,"[1, 0]",,1,4104,,24,0,,undefined,"[6, 3, 3]",0,"[0, 7, 6]","[7, 0, 0]",0,response,alternative,
1,"[1, 0]",True,There is a spade.,There is a star.,"[5, 6, 9]",0,14.76965,True,690,"[0, 0, 0]",1,,True,There is a square.,"[0, 1]",,0,4058,,24,0,,undefined,"[6, 3, 8]",1,"[3, 0, 5]","[0, 0, 0]",2,filler,alternative,
,,,,,,,15.076816666666666,,,,,,,,,"[0, 'Mary']",,,1,25,,Mary,undefined,,,,,,,,bot_check
3,"[0, 1]",False,There is a triangle.,3 + 8 = ?,"[14, 9, 5]",1,15.076816666666666,False,4268,"[9, 0, 0]",1,,False,9 + 5 = ?,"[1, 0]",,0,8629,,25,0,,undefined,"[11, 3, 8]",0,"[9, 1, 2]","[6, 0, 0]",2,response,alternative,
1,"[1, 0]",True,Some of the symbols are stars.,Some of the symbols are stars.,"[6, 5, 4]",0,15.076816666666666,True,3923,"[0, 0, 0]",1,,True,Some of the symbols are stars.,"[0, 1]",,0,13108,,25,1,,undefined,"[6, 9, 0]",1,"[6, 3, 1]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There is a triangle.,There is a note and a club.,"[0, 8, 6]",0,15.076816666666666,True,3731,"[0, 0, 0]",0,,True,There is a diamond and a note.,"[1, 0]",,0,9673,,25,1,,undefined,"[8, 1, 9]",0,"[9, 4, 3]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",False,There is a note.,7 + 4 = ?,"[13, 7, 6]",1,15.076816666666666,False,2668,"[6, 0, 0]",1,,False,7 + 6 = ?,"[1, 0]",,0,7809,,25,1,,undefined,"[11, 7, 4]",0,"[8, 5, 0]","[1, 0, 0]",2,filler,alternative,
1,"[1, 0]",True,There is a diamond.,There is a circle.,"[4, 2, 1]",0,15.076816666666666,True,2668,"[0, 0, 0]",0,,True,There is a heart.,"[1, 0]",,0,9774,,25,1,,undefined,"[7, 3, 5]",0,"[0, 3, 2]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,Some of the symbols are stars.,All of the symbols are stars.,"[5, 8, 0]",1,15.076816666666666,True,2267,"[0, 0, 0]",1,,True,All of the symbols are squares.,"[0, 1]",,1,7377,,25,1,,undefined,"[6, 5, 4]",1,"[6, 4, 3]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",True,Some of the symbols are triangles.,1 + 6 = ?,"[9, 4, 5]",0,15.076816666666666,False,5656,"[3, 0, 0]",1,,False,4 + 5 = ?,"[1, 0]",,0,12127,,25,1,,undefined,"[7, 1, 6]",0,"[9, 6, 1]","[6, 0, 0]",0,response,alternative,
2,"[1, 0]",True,Some of the symbols are diamonds.,All of the symbols are circles.,"[9, 4, 6]",0,15.076816666666666,False,3381,"[0, 0, 0]",1,,False,All of the symbols are triangles.,"[1, 0]",,0,8189,,25,1,,undefined,"[7, 1, 0]",0,"[0, 6, 1]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,Some of the symbols are clubs.,9 + 5 = ?,"[9, 3, 6]",1,15.076816666666666,False,3232,"[9, 0, 0]",1,,False,3 + 6 = ?,"[1, 0]",,0,7067,,25,1,,undefined,"[14, 9, 5]",0,"[1, 5, 7]","[6, 0, 0]",0,filler,alternative,
