pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[7, 6, 3]",2,There is a heart.,"[0, 1]",response,1,,1,2,"[6, 8, 7]",25,"[0, 0, 0]",True,True,True,There is a star but nothing else.,1,,,1,,There is a circle but nothing else.,,7896,undefined,exh-subclausal,1,"[4, 7, 9]",16.4405,2183,"[0, 0, 0]","[0, 1]"
"[0, 3, 7]",2,There is a heart.,"[0, 1]",filler,0,,0,1,"[2, 3, 6]",25,"[0, 0, 0]",True,True,True,There is a tick.,1,,,1,,There is a diamond.,,5992,undefined,exh-subclausal,1,"[4, 9, 5]",16.4405,1904,"[0, 0, 0]","[1, 0]"
"[11, 6, 5]",0,Some of the symbols are circles.,"[0, 1]",filler,0,,1,3,"[9, 8, 1]",25,"[3, 0, 0]",False,False,False,8 + 1 = ?,0,,,1,,6 + 5 = ?,,9903,undefined,exh-subclausal,1,"[7, 0, 4]",16.4405,2414,"[9, 0, 0]","[0, 1]"
"[0, 3, 8]",2,There is a diamond.,"[1, 0]",filler,1,,1,1,"[6, 5, 0]",25,"[0, 0, 0]",True,True,True,There is a star.,0,,,1,,There is a diamond.,,6039,undefined,exh-subclausal,0,"[0, 4, 2]",16.4405,2375,"[0, 0, 0]","[0, 1]"
"[7, 5, 2]",0,Some of the symbols are diamonds.,"[0, 1]",response,0,,0,3,"[7, 2, 5]",25,"[2, 0, 0]",True,True,True,2 + 5 = ?,1,,,0,,5 + 2 = ?,,6296,undefined,exh-subclausal,1,"[0, 6, 3]",16.4405,2423,"[4, 0, 0]","[1, 0]"
"[11, 8, 3]",2,There is a triangle.,"[0, 1]",filler,0,,1,3,"[11, 9, 2]",25,"[2, 0, 0]",False,True,False,9 + 2 = ?,1,,,1,,8 + 3 = ?,,6472,undefined,exh-subclausal,1,"[9, 4, 3]",16.4405,1911,"[2, 0, 0]","[0, 1]"
"[1, 5, 6]",1,There are four stars.,"[0, 1]",filler,1,,1,0,"[1, 8, 6]",25,"[0, 0, 0]",True,True,True,There are four clubs.,1,,,1,,There are four clubs.,,8488,undefined,exh-subclausal,1,"[6, 4, 7]",16.4405,2127,"[0, 0, 0]","[0, 1]"
"[5, 4, 8]",2,There is a spade.,"[0, 1]",response,1,,1,2,"[1, 7, 3]",25,"[0, 0, 0]",True,True,True,There is a club but nothing else.,1,,,1,,There is a square but nothing else.,,9792,undefined,exh-subclausal,1,"[3, 0, 2]",16.4405,2375,"[0, 0, 0]","[0, 1]"
"[0, 2, 5]",2,There is a club.,"[0, 1]",response,0,,0,1,"[7, 6, 0]",25,"[0, 0, 0]",True,True,True,There is a circle.,1,,,1,,There is a diamond.,,5704,undefined,exh-subclausal,1,"[1, 5, 3]",16.4405,1976,"[0, 0, 0]","[1, 0]"
"[2, 0, 2]",1,There are four squares.,"[1, 0]",filler,1,,1,3,"[11, 4, 7]",25,"[2, 0, 0]",True,True,True,4 + 7 = ?,0,,,1,,0 + 2 = ?,,9151,undefined,exh-subclausal,0,"[5, 3, 4]",16.4405,1974,"[6, 0, 0]","[0, 1]"
"[2, 5, 8]",0,Some of the symbols are spades.,"[0, 1]",response,0,,1,1,"[0, 3, 4]",25,"[0, 0, 0]",False,False,False,Some of the symbols are diamonds.,0,,,1,,Some of the symbols are ticks.,,8504,undefined,exh-subclausal,1,"[3, 6, 4]",16.4405,1926,"[0, 0, 0]","[0, 1]"
"[1, 5, 7]",2,There is a spade.,"[0, 1]",response,1,,1,0,"[6, 5, 1]",25,"[0, 0, 0]",True,True,True,There is a star.,1,,,1,,There is a club.,,8800,undefined,exh-subclausal,1,"[3, 2, 9]",16.4405,2055,"[0, 0, 0]","[0, 1]"
"[2, 9, 0]",0,Some of the symbols are triangles.,"[1, 0]",response,0,,0,0,"[2, 4, 0]",25,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,0,,,0,,Some of the symbols are ticks.,,9304,undefined,exh-subclausal,0,"[9, 4, 6]",16.4405,3112,"[0, 0, 0]","[1, 0]"
"[7, 4, 6]",0,Some of the symbols are circles.,"[1, 0]",response,0,,1,1,"[9, 4, 2]",25,"[0, 0, 0]",False,False,False,Some of the symbols are triangles.,1,,,1,,Some of the symbols are circles.,,8672,undefined,exh-subclausal,0,"[7, 2, 6]",16.4405,1959,"[0, 0, 0]","[0, 1]"
"[3, 7, 9]",1,There are four clubs.,"[1, 0]",filler,0,,0,2,"[6, 0, 9]",25,"[0, 0, 0]",True,True,True,There are four but no more than four stars.,0,,,1,,There are four but no more than four spades.,,9775,undefined,exh-subclausal,0,"[1, 9, 3]",16.4405,2238,"[0, 0, 0]","[1, 0]"
"[9, 7, 2]",0,Some of the symbols are hearts.,"[1, 0]",filler,0,,1,1,"[3, 4, 9]",25,"[0, 0, 0]",False,False,False,Some of the symbols are spades.,1,,,1,,Some of the symbols are triangles.,,10184,undefined,exh-subclausal,0,"[4, 8, 7]",16.4405,1768,"[0, 0, 0]","[0, 1]"
"[8, 2, 6]",1,There are four notes.,"[1, 0]",filler,1,,1,3,"[5, 3, 2]",25,"[5, 0, 0]",True,True,True,3 + 2 = ?,0,,,1,,2 + 6 = ?,,6359,undefined,exh-subclausal,0,"[8, 0, 1]",16.4405,1991,"[3, 0, 0]","[0, 1]"
"[9, 7, 0]",1,There are four squares.,"[1, 0]",response,0,,0,0,"[5, 0, 9]",25,"[0, 0, 0]",True,True,True,There are four squares.,0,,,0,,There are four triangles.,,6456,undefined,exh-subclausal,0,"[5, 3, 4]",16.4405,2263,"[0, 0, 0]","[1, 0]"
"[0, 8, 1]",2,There is a circle.,"[1, 0]",filler,0,,0,0,"[4, 1, 2]",25,"[0, 0, 0]",True,True,True,There is a heart.,0,,,1,,There is a diamond.,,7664,undefined,exh-subclausal,0,"[7, 1, 3]",16.4405,1847,"[0, 0, 0]","[1, 0]"
"[7, 9, 2]",0,Some of the symbols are squares.,"[0, 1]",filler,0,,0,2,"[9, 3, 6]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are triangles.,1,,,1,,Some but not all of the symbols are circles.,,9792,undefined,exh-subclausal,1,"[5, 6, 4]",16.4405,2304,"[0, 0, 0]","[1, 0]"
"[7, 2, 3]",1,There are four squares.,"[1, 0]",filler,0,,0,1,"[8, 4, 3]",25,"[0, 0, 0]",True,True,True,There are four notes.,0,,,1,,There are four circles.,,6632,undefined,exh-subclausal,0,"[5, 2, 3]",16.4405,2327,"[0, 0, 0]","[1, 0]"
"[1, 0, 9]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,0,1,"[4, 1, 2]",25,"[0, 0, 0]",False,False,False,Some of the symbols are hearts.,1,,,1,,Some of the symbols are clubs.,,12103,undefined,exh-subclausal,0,"[4, 6, 8]",16.4405,2407,"[0, 0, 0]","[1, 0]"
"[0, 5, 6]",2,There is a heart.,"[0, 1]",response,0,,0,2,"[4, 1, 8]",25,"[0, 0, 0]",True,True,True,There is a heart but nothing else.,1,,,1,,There is a diamond but nothing else.,,8344,undefined,exh-subclausal,1,"[4, 6, 3]",16.4405,2335,"[0, 0, 0]","[1, 0]"
"[9, 6, 1]",1,There are four squares.,"[1, 0]",response,0,,0,0,"[6, 9, 3]",25,"[0, 0, 0]",True,True,True,There are four stars.,0,,,0,,There are four triangles.,,7025,undefined,exh-subclausal,0,"[5, 7, 2]",16.4405,2736,"[0, 0, 0]","[1, 0]"
"[5, 9, 3]",2,There is a circle.,"[0, 1]",filler,0,,0,2,"[1, 3, 5]",25,"[0, 0, 0]",True,True,True,There is a club but nothing else.,1,,,1,,There is a square but nothing else.,,8655,undefined,exh-subclausal,1,"[7, 8, 3]",16.4405,2110,"[0, 0, 0]","[1, 0]"
"[2, 8, 9]",0,Some of the symbols are notes.,"[1, 0]",response,0,,0,0,"[7, 4, 8]",25,"[0, 0, 0]",True,True,True,Some of the symbols are circles.,0,,,0,,Some of the symbols are ticks.,,9914,undefined,exh-subclausal,0,"[8, 1, 9]",16.4405,2417,"[0, 0, 0]","[1, 0]"
"[8, 3, 5]",1,There are four notes.,"[1, 0]",response,1,,1,3,"[12, 9, 3]",25,"[3, 0, 0]",True,True,True,9 + 3 = ?,0,,,0,,3 + 5 = ?,,5887,undefined,exh-subclausal,0,"[8, 1, 5]",16.4405,2193,"[3, 0, 0]","[0, 1]"
"[5, 1, 0]",2,There is a star.,"[1, 0]",response,0,,0,0,"[5, 2, 6]",25,"[0, 0, 0]",True,True,True,There is a square.,0,,,0,,There is a square.,,6959,undefined,exh-subclausal,0,"[6, 9, 7]",16.4405,1575,"[0, 0, 0]","[1, 0]"
"[2, 6, 3]",1,There are four circles.,"[1, 0]",response,1,,1,2,"[0, 9, 8]",25,"[0, 0, 0]",True,True,True,There are four but no more than four diamonds.,0,,,0,,There are four but no more than four ticks.,,6807,undefined,exh-subclausal,0,"[7, 2, 4]",16.4405,2070,"[0, 0, 0]","[0, 1]"
"[7, 2, 8]",1,There are four hearts.,"[1, 0]",response,1,,1,0,"[0, 4, 3]",25,"[0, 0, 0]",True,True,True,There are four diamonds.,0,,,0,,There are four circles.,,7145,undefined,exh-subclausal,0,"[4, 1, 2]",16.4405,2480,"[0, 0, 0]","[0, 1]"
"[8, 7, 4]",1,There are four clubs.,"[0, 1]",response,1,,1,2,"[1, 8, 4]",25,"[0, 0, 0]",True,True,True,There are four but no more than four clubs.,1,,,1,,There are four but no more than four notes.,,7559,undefined,exh-subclausal,1,"[1, 4, 3]",16.4405,2167,"[0, 0, 0]","[0, 1]"
"[9, 7, 6]",0,Some of the symbols are squares.,"[1, 0]",response,1,,1,0,"[5, 7, 0]",25,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,0,,,1,,Some of the symbols are triangles.,,7408,undefined,exh-subclausal,0,"[5, 9, 3]",16.4405,2327,"[0, 0, 0]","[0, 1]"
"[3, 5, 2]",1,There are four squares.,"[0, 1]",response,1,,1,1,"[0, 4, 3]",25,"[0, 0, 0]",True,True,True,There are four diamonds.,1,,,0,,There are four spades.,,8447,undefined,exh-subclausal,1,"[5, 9, 8]",16.4405,3143,"[0, 0, 0]","[0, 1]"
"[8, 1, 6]",0,Some of the symbols are hearts.,"[0, 1]",filler,1,,1,0,"[4, 5, 1]",25,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,1,,,1,,Some of the symbols are notes.,,8647,undefined,exh-subclausal,1,"[4, 5, 1]",16.4405,2438,"[0, 0, 0]","[0, 1]"
"[1, 0, 1]",2,There is a spade.,"[1, 0]",response,1,,1,3,"[0, 0, 0]",25,"[4, 0, 0]",True,True,True,0 + 0 = ?,0,,,1,,0 + 1 = ?,,6928,undefined,exh-subclausal,0,"[3, 6, 4]",16.4405,3950,"[8, 0, 0]","[0, 1]"
"[8, 7, 9]",2,There is a heart.,"[0, 1]",filler,1,,1,2,"[0, 2, 6]",25,"[0, 0, 0]",True,True,True,There is a diamond but nothing else.,1,,,1,,There is a note but nothing else.,,6312,undefined,exh-subclausal,1,"[4, 8, 5]",16.4405,1776,"[0, 0, 0]","[0, 1]"
"[5, 9, 8]",1,There are four triangles.,"[1, 0]",filler,1,,1,2,"[2, 1, 0]",25,"[0, 0, 0]",True,False,False,There are four but no more than four ticks.,1,,,1,,There are four but no more than four squares.,,8312,undefined,exh-subclausal,0,"[9, 1, 4]",16.4405,2832,"[0, 0, 0]","[0, 1]"
"[7, 5, 6]",0,Some of the symbols are spades.,"[0, 1]",response,1,,1,2,"[5, 1, 2]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are squares.,1,,,0,,Some but not all of the symbols are circles.,,12447,undefined,exh-subclausal,1,"[3, 7, 2]",16.4405,2911,"[0, 0, 0]","[0, 1]"
"[0, 3, 2]",1,There are four stars.,"[0, 1]",filler,0,,0,0,"[7, 4, 2]",25,"[0, 0, 0]",True,True,True,There are four circles.,1,,,0,,There are four diamonds.,,7272,undefined,exh-subclausal,1,"[6, 8, 9]",16.4405,2462,"[0, 0, 0]","[1, 0]"
"[8, 7, 3]",0,Some of the symbols are spades.,"[0, 1]",filler,1,,1,2,"[3, 2, 8]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,1,,,1,,Some but not all of the symbols are notes.,,11512,undefined,exh-subclausal,1,"[3, 4, 7]",16.4405,4391,"[0, 0, 0]","[0, 1]"
"[0, 3, 8]",2,There is a spade.,"[0, 1]",response,0,,0,0,"[3, 0, 8]",25,"[0, 0, 0]",True,True,True,There is a spade.,1,,,1,,There is a diamond.,,7975,undefined,exh-subclausal,1,"[3, 8, 9]",16.4405,2223,"[0, 0, 0]","[1, 0]"
"[0, 4, 6]",0,Some of the symbols are squares.,"[1, 0]",filler,1,,1,0,"[3, 8, 2]",25,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,0,,,1,,Some of the symbols are diamonds.,,9144,undefined,exh-subclausal,0,"[5, 2, 3]",16.4405,1944,"[0, 0, 0]","[0, 1]"
"[8, 2, 0]",2,There is a diamond.,"[1, 0]",filler,0,,0,0,"[2, 0, 9]",25,"[0, 0, 0]",True,True,True,There is a tick.,0,,,1,,There is a note.,,6591,undefined,exh-subclausal,0,"[0, 5, 6]",16.4405,1703,"[0, 0, 0]","[1, 0]"
"[4, 4, 0]",2,There is a square.,"[1, 0]",response,0,,0,3,"[6, 2, 4]",25,"[2, 0, 0]",True,False,False,2 + 4 = ?,1,,,0,,4 + 0 = ?,,5568,undefined,exh-subclausal,0,"[5, 7, 3]",16.4405,2167,"[7, 0, 0]","[1, 0]"
"[5, 0, 4]",0,Some of the symbols are notes.,"[0, 1]",response,0,,0,2,"[8, 4, 9]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are notes.,1,,,0,,Some but not all of the symbols are squares.,,9936,undefined,exh-subclausal,1,"[8, 7, 5]",16.4405,3247,"[0, 0, 0]","[1, 0]"
"[1, 6, 9]",0,Some of the symbols are spades.,"[1, 0]",filler,1,,1,2,"[1, 7, 4]",25,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,0,,,1,,Some but not all of the symbols are clubs.,,10560,undefined,exh-subclausal,0,"[3, 0, 1]",16.4405,2783,"[0, 0, 0]","[0, 1]"
"[9, 1, 2]",1,There are four ticks.,"[0, 1]",filler,0,,0,1,"[0, 2, 5]",25,"[0, 0, 0]",True,True,True,There are four diamonds.,1,,,1,,There are four triangles.,,7208,undefined,exh-subclausal,1,"[2, 8, 7]",16.4405,2175,"[0, 0, 0]","[1, 0]"
"[15, 9, 6]",2,There is a triangle.,"[1, 0]",filler,0,,0,3,"[13, 6, 7]",25,"[2, 0, 0]",True,False,False,6 + 7 = ?,1,,,1,,9 + 6 = ?,,6513,undefined,exh-subclausal,0,"[9, 2, 7]",16.4405,2136,"[7, 0, 0]","[1, 0]"
"[1, 9, 2]",0,Some of the symbols are spades.,"[0, 1]",filler,0,,0,0,"[2, 3, 8]",25,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,1,,,1,,Some of the symbols are clubs.,,9407,undefined,exh-subclausal,1,"[3, 4, 0]",16.4405,4039,"[0, 0, 0]","[1, 0]"
"[8, 1, 7]",2,There is a club.,"[1, 0]",filler,1,,0,3,"[14, 7, 7]",25,"[8, 0, 0]",False,False,False,7 + 7 = ?,1,,,1,,1 + 7 = ?,,5343,undefined,exh-subclausal,0,"[1, 0, 7]",16.4405,1912,"[5, 0, 0]","[1, 0]"
"[5, 4, 7]",1,There are four stars.,"[1, 0]",filler,1,,1,0,"[4, 6, 0]",25,"[0, 0, 0]",True,True,True,There are four hearts.,0,,,1,,There are four squares.,,7255,undefined,exh-subclausal,0,"[6, 0, 9]",16.4405,1934,"[0, 0, 0]","[0, 1]"
"[1, 0, 8]",2,There is a diamond.,"[1, 0]",response,1,,1,2,"[1, 7, 9]",25,"[0, 0, 0]",True,True,True,There is a club but nothing else.,0,,,1,,There is a club but nothing else.,,8032,undefined,exh-subclausal,0,"[0, 6, 9]",16.4405,1799,"[0, 0, 0]","[0, 1]"
"[6, 7, 5]",0,Some of the symbols are hearts.,"[0, 1]",response,0,,1,1,"[4, 1, 9]",25,"[0, 0, 0]",False,False,False,Some of the symbols are hearts.,0,,,0,,Some of the symbols are stars.,,11310,undefined,exh-subclausal,1,"[4, 9, 0]",16.4405,2631,"[0, 0, 0]","[0, 1]"
"[2, 9, 7]",1,There are four hearts.,"[0, 1]",response,0,,0,2,"[5, 7, 9]",25,"[0, 0, 0]",True,True,True,There are four but no more than four squares.,1,,,0,,There are four but no more than four ticks.,,8127,undefined,exh-subclausal,1,"[4, 8, 9]",16.4405,2390,"[0, 0, 0]","[1, 0]"
"[6, 1, 5]",0,Some of the symbols are triangles.,"[0, 1]",response,0,,1,3,"[0, 0, 0]",25,"[7, 0, 0]",False,True,False,0 + 0 = ?,1,,,0,,1 + 5 = ?,,5408,undefined,exh-subclausal,1,"[9, 4, 7]",16.4405,2270,"[7, 0, 0]","[0, 1]"
,,,,,,bot_check,,,,26,,,,,,,1,"[0, 'Linda']",,Linda,,,,undefined,,,,10.9938,,,
"[2, 1, 6]",1,There are four clubs.,"[1, 0]",response,0,,0,2,"[8, 0, 2]",26,"[0, 0, 0]",True,True,True,There are four but no more than four notes.,0,,,0,,There are four but no more than four ticks.,,15720,undefined,exh-subclausal,0,"[1, 2, 3]",10.9938,3698,"[0, 0, 0]","[1, 0]"
"[5, 0, 9]",2,There is a club.,"[0, 1]",filler,1,,1,2,"[3, 2, 7]",26,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,1,,,0,,There is a square but nothing else.,,14141,undefined,exh-subclausal,1,"[1, 3, 0]",10.9938,3532,"[0, 0, 0]","[0, 1]"
"[0, 6, 7]",0,Some of the symbols are squares.,"[0, 1]",response,0,,0,1,"[2, 6, 3]",26,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,1,,,1,,Some of the symbols are diamonds.,,9420,undefined,exh-subclausal,1,"[5, 3, 6]",10.9938,3154,"[0, 0, 0]","[1, 0]"
"[3, 0, 8]",1,There are four stars.,"[1, 0]",filler,1,,1,1,"[0, 7, 1]",26,"[0, 0, 0]",True,True,True,There are four diamonds.,0,,,1,,There are four spades.,,6597,undefined,exh-subclausal,0,"[6, 0, 4]",10.9938,2202,"[0, 0, 0]","[0, 1]"
"[9, 3, 6]",2,There is a club.,"[0, 1]",response,0,,1,3,"[8, 8, 0]",26,"[8, 0, 0]",False,True,False,8 + 0 = ?,1,,,0,,3 + 6 = ?,,8244,undefined,exh-subclausal,1,"[1, 6, 8]",10.9938,2540,"[0, 0, 0]","[0, 1]"
"[0, 4, 3]",0,Some of the symbols are diamonds.,"[0, 1]",filler,0,,0,1,"[3, 4, 2]",26,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,1,,,1,,Some of the symbols are diamonds.,,7826,undefined,exh-subclausal,1,"[0, 9, 4]",10.9938,2175,"[0, 0, 0]","[1, 0]"
"[7, 9, 2]",1,There are four stars.,"[1, 0]",filler,0,,0,1,"[9, 3, 5]",26,"[0, 0, 0]",True,True,True,There are four triangles.,0,,,1,,There are four circles.,,5285,undefined,exh-subclausal,0,"[6, 0, 1]",10.9938,1277,"[0, 0, 0]","[1, 0]"
"[5, 4, 9]",1,There are four spades.,"[0, 1]",response,0,,0,0,"[8, 4, 9]",26,"[0, 0, 0]",True,True,True,There are four notes.,1,,,0,,There are four squares.,,8472,undefined,exh-subclausal,1,"[3, 8, 6]",10.9938,4308,"[0, 0, 0]","[1, 0]"
"[8, 4, 7]",2,There is a note.,"[1, 0]",response,0,,0,0,"[6, 4, 1]",26,"[0, 0, 0]",True,True,True,There is a star.,0,,,0,,There is a note.,,6378,undefined,exh-subclausal,0,"[8, 0, 7]",10.9938,1849,"[0, 0, 0]","[1, 0]"
"[14, 8, 6]",2,There is a tick.,"[1, 0]",filler,0,,1,3,"[9, 3, 6]",26,"[4, 0, 0]",False,True,False,3 + 6 = ?,0,,,1,,8 + 6 = ?,,13102,undefined,exh-subclausal,0,"[2, 9, 3]",10.9938,2141,"[9, 0, 0]","[0, 1]"
"[7, 6, 5]",1,There are four ticks.,"[0, 1]",response,0,,0,1,"[0, 4, 8]",26,"[0, 0, 0]",True,True,True,There are four diamonds.,1,,,0,,There are four circles.,,7181,undefined,exh-subclausal,1,"[2, 4, 9]",10.9938,2874,"[0, 0, 0]","[1, 0]"
"[2, 5, 3]",0,Some of the symbols are notes.,"[0, 1]",filler,0,,0,2,"[1, 5, 4]",26,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,1,,Some but not all of the symbols are ticks.,,9337,undefined,exh-subclausal,1,"[8, 9, 7]",10.9938,1867,"[0, 0, 0]","[1, 0]"
"[0, 3, 6]",2,There is a heart.,"[1, 0]",filler,1,,1,2,"[3, 2, 9]",26,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,0,,,1,,There is a diamond but nothing else.,,5541,undefined,exh-subclausal,0,"[4, 3, 5]",10.9938,1327,"[0, 0, 0]","[0, 1]"
"[6, 6, 0]",1,There are four ticks.,"[0, 1]",filler,1,,0,3,"[10, 6, 4]",26,"[3, 0, 0]",False,False,False,6 + 4 = ?,0,,,1,,6 + 0 = ?,,3964,undefined,exh-subclausal,1,"[2, 6, 0]",10.9938,1361,"[1, 0, 0]","[1, 0]"
"[3, 7, 6]",0,Some of the symbols are hearts.,"[1, 0]",response,1,,1,0,"[1, 9, 5]",26,"[0, 0, 0]",True,True,True,Some of the symbols are clubs.,0,,,0,,Some of the symbols are spades.,,8707,undefined,exh-subclausal,0,"[4, 3, 2]",10.9938,1956,"[0, 0, 0]","[0, 1]"
"[0, 4, 5]",0,Some of the symbols are triangles.,"[0, 1]",response,0,,0,1,"[1, 8, 3]",26,"[0, 0, 0]",True,True,True,Some of the symbols are clubs.,1,,,1,,Some of the symbols are diamonds.,,11423,undefined,exh-subclausal,1,"[9, 1, 5]",10.9938,1897,"[0, 0, 0]","[1, 0]"
"[4, 9, 2]",1,There are four squares.,"[0, 1]",response,1,,1,1,"[6, 7, 4]",26,"[0, 0, 0]",True,True,True,There are four stars.,1,,,1,,There are four hearts.,,5213,undefined,exh-subclausal,1,"[5, 3, 0]",10.9938,1309,"[0, 0, 0]","[0, 1]"
"[3, 8, 0]",2,There is a star.,"[1, 0]",filler,0,,0,2,"[2, 5, 7]",26,"[0, 0, 0]",True,True,True,There is a tick but nothing else.,0,,,1,,There is a spade but nothing else.,,4906,undefined,exh-subclausal,0,"[6, 5, 4]",10.9938,1493,"[0, 0, 0]","[1, 0]"
"[1, 0, 5]",2,There is a note.,"[1, 0]",filler,0,,0,2,"[0, 2, 6]",26,"[0, 0, 0]",True,True,True,There is a diamond but nothing else.,0,,,1,,There is a club but nothing else.,,4873,undefined,exh-subclausal,0,"[8, 0, 9]",10.9938,1267,"[0, 0, 0]","[1, 0]"
"[1, 2, 0]",1,There are four circles.,"[0, 1]",response,0,,0,1,"[6, 9, 4]",26,"[0, 0, 0]",True,True,True,There are four stars.,1,,,1,,There are four clubs.,,3945,undefined,exh-subclausal,1,"[7, 1, 2]",10.9938,1487,"[0, 0, 0]","[1, 0]"
"[8, 5, 6]",1,There are four circles.,"[1, 0]",filler,1,,1,2,"[5, 6, 0]",26,"[0, 0, 0]",True,True,True,There are four but no more than four squares.,0,,,1,,There are four but no more than four notes.,,5201,undefined,exh-subclausal,0,"[7, 5, 9]",10.9938,1652,"[0, 0, 0]","[0, 1]"
"[5, 3, 8]",1,There are four clubs.,"[0, 1]",filler,1,,1,0,"[6, 4, 3]",26,"[0, 0, 0]",True,True,True,There are four stars.,1,,,1,,There are four squares.,,5010,undefined,exh-subclausal,1,"[1, 0, 9]",10.9938,1395,"[0, 0, 0]","[0, 1]"
"[14, 5, 9]",1,There are four hearts.,"[1, 0]",filler,1,,1,3,"[7, 1, 6]",26,"[1, 0, 0]",True,True,True,1 + 6 = ?,0,,,1,,5 + 9 = ?,,5194,undefined,exh-subclausal,0,"[4, 9, 2]",10.9938,1341,"[0, 0, 0]","[0, 1]"
"[7, 1, 6]",0,Some of the symbols are triangles.,"[0, 1]",filler,1,,1,3,"[12, 3, 9]",26,"[5, 0, 0]",True,False,False,3 + 9 = ?,0,,,1,,1 + 6 = ?,,8099,undefined,exh-subclausal,1,"[9, 6, 4]",10.9938,2078,"[7, 0, 0]","[0, 1]"
"[4, 8, 6]",2,There is a diamond.,"[0, 1]",response,0,,0,2,"[2, 3, 9]",26,"[0, 0, 0]",True,True,True,There is a tick but nothing else.,1,,,0,,There is a heart but nothing else.,,5738,undefined,exh-subclausal,1,"[0, 5, 6]",10.9938,2401,"[0, 0, 0]","[1, 0]"
"[11, 3, 8]",2,There is a star.,"[1, 0]",filler,0,,0,3,"[12, 9, 3]",26,"[3, 0, 0]",True,False,False,9 + 3 = ?,1,,,1,,3 + 8 = ?,,5297,undefined,exh-subclausal,0,"[6, 4, 1]",10.9938,1631,"[5, 0, 0]","[1, 0]"
"[8, 6, 2]",2,There is a diamond.,"[1, 0]",filler,1,,0,3,"[10, 5, 5]",26,"[9, 0, 0]",False,True,False,5 + 5 = ?,0,,,1,,6 + 2 = ?,,4118,undefined,exh-subclausal,0,"[0, 6, 3]",10.9938,1581,"[2, 0, 0]","[1, 0]"
"[2, 3, 7]",1,There are four diamonds.,"[1, 0]",response,1,,1,0,"[6, 3, 1]",26,"[0, 0, 0]",True,True,True,There are four stars.,0,,,0,,There are four ticks.,,4549,undefined,exh-subclausal,0,"[0, 5, 9]",10.9938,1464,"[0, 0, 0]","[0, 1]"
"[7, 4, 5]",2,There is a tick.,"[1, 0]",response,1,,1,1,"[2, 9, 0]",26,"[0, 0, 0]",True,True,True,There is a tick.,0,,,0,,There is a circle.,,6070,undefined,exh-subclausal,0,"[2, 5, 3]",10.9938,2348,"[0, 0, 0]","[0, 1]"
"[0, 2, 6]",1,There are four clubs.,"[0, 1]",response,1,,1,0,"[6, 9, 2]",26,"[0, 0, 0]",True,True,True,There are four stars.,1,,,0,,There are four diamonds.,,3681,undefined,exh-subclausal,1,"[1, 7, 6]",10.9938,1252,"[0, 0, 0]","[0, 1]"
"[1, 3, 5]",0,Some of the symbols are diamonds.,"[1, 0]",filler,1,,0,0,"[5, 3, 2]",26,"[0, 0, 0]",False,True,False,Some of the symbols are squares.,0,,,0,,Some of the symbols are clubs.,,11310,undefined,exh-subclausal,0,"[0, 9, 4]",10.9938,1332,"[0, 0, 0]","[1, 0]"
"[6, 2, 4]",2,There is a circle.,"[1, 0]",filler,1,,1,0,"[7, 5, 1]",26,"[0, 0, 0]",True,True,True,There is a circle.,0,,,1,,There is a star.,,4305,undefined,exh-subclausal,0,"[7, 6, 5]",10.9938,1362,"[0, 0, 0]","[0, 1]"
"[7, 6, 4]",2,There is a tick.,"[0, 1]",filler,1,,1,0,"[8, 4, 5]",26,"[0, 0, 0]",True,True,True,There is a note.,1,,,1,,There is a circle.,,3594,undefined,exh-subclausal,1,"[2, 7, 9]",10.9938,1401,"[0, 0, 0]","[0, 1]"
"[6, 7, 1]",2,There is a tick.,"[1, 0]",response,1,,1,1,"[5, 3, 4]",26,"[0, 0, 0]",True,True,True,There is a square.,0,,,0,,There is a star.,,5327,undefined,exh-subclausal,0,"[2, 4, 6]",10.9938,1308,"[0, 0, 0]","[0, 1]"
