responseSymbols,slide_type,response,image,Answer.condition,block_rt,pOSymbols,correctPTChoice,primeStrength,goodPTChoice,responseChoice,primeTShuffle,pOwrongAnswer,pTSentence,trial_type,goodPOChoice,pTSymbols,workerid,pOSentence,primeOShuffle,responseSentence,pOChoice,pTChoice,btwncondition,primeType,Answer.time_in_minutes,correctPChoices,audio,slide_number,pTwrongAnswer,response_rt,correctPOChoice
"[3, 6, 7]",,,,undefined,8559,"[1, 9, 2]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a square.,response,0,"[5, 2, 8]",22,There is a club.,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",3484,True
"[2, 3, 4]",,,,undefined,10004,"[10, 3, 7]",False,3,1,1,"[0, 1]","[7, 0, 0]",8 + 0 = ?,filler,0,"[8, 8, 0]",22,3 + 7 = ?,"[1, 0]",Some of the symbols are ticks.,1,0,exh-subclausal,0,15.1128,False,,,"[1, 0, 0]",2800,False
"[2, 8, 0]",,,,undefined,7245,"[8, 3, 4]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four triangles.,filler,1,"[9, 4, 0]",22,There are four notes.,"[0, 1]",There are four ticks.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2496,True
"[0, 3, 6]",,,,undefined,10270,"[0, 8, 1]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are spades.,filler,0,"[3, 5, 0]",22,Some of the symbols are diamonds.,"[1, 0]",Some of the symbols are diamonds.,0,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2862,True
"[2, 9, 7]",,,,undefined,20834,"[4, 6, 0]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a tick but nothing else.,response,0,"[2, 9, 4]",22,There is a heart but nothing else.,"[1, 0]",There is a tick.,0,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2369,True
"[5, 7, 1]",,,,undefined,7405,"[2, 8, 6]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are circles.,response,1,"[7, 6, 3]",22,Some of the symbols are ticks.,"[0, 1]",Some of the symbols are squares.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2500,True
"[3, 7, 0]",,,,undefined,8349,"[17, 8, 9]",True,3,1,0,"[0, 1]","[9, 0, 0]",2 + 5 = ?,response,0,"[7, 2, 5]",22,8 + 9 = ?,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,15.1128,True,,,"[9, 0, 0]",3356,True
"[1, 0, 2]",,,,undefined,8368,"[9, 8, 7]",True,0,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are clubs.,response,0,"[1, 7, 2]",22,Some of the symbols are triangles.,"[1, 0]",Some of the symbols are clubs.,0,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2443,True
"[9, 6, 4]",,,,undefined,9546,"[9, 7, 1]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are spades.,filler,0,"[3, 5, 0]",22,Some but not all of the symbols are triangles.,"[1, 0]",Some of the symbols are triangles.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2686,True
"[4, 6, 3]",,,,undefined,8492,"[8, 3, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four diamonds.,response,0,"[0, 3, 9]",22,There are four notes.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",3086,True
"[7, 0, 5]",,,,undefined,7623,"[8, 1, 3]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are stars.,filler,0,"[6, 4, 3]",22,Some of the symbols are notes.,"[1, 0]",Some of the symbols are circles.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2869,True
"[1, 2, 3]",,,,undefined,7808,"[2, 1, 1]",False,3,0,0,"[1, 0]","[1, 0, 0]",4 + 2 = ?,response,1,"[6, 4, 2]",22,1 + 1 = ?,"[0, 1]",There is a club.,0,1,exh-subclausal,2,15.1128,False,,,"[2, 0, 0]",2718,False
"[9, 8, 7]",,,,undefined,6616,"[7, 1, 9]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four ticks.,filler,0,"[2, 0, 3]",22,There are four circles.,"[1, 0]",There are four triangles.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2220,True
"[1, 8, 5]",,,,undefined,7904,"[3, 8, 5]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a club.,response,1,"[1, 8, 2]",22,There is a spade.,"[0, 1]",There is a club.,1,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2517,True
"[0, 6, 4]",,,,undefined,7578,"[1, 6, 4]",True,0,1,0,"[0, 1]","[0, 0, 0]",There are four triangles.,response,0,"[9, 1, 7]",22,There are four clubs.,"[1, 0]",There are four diamonds.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2491,True
"[5, 6, 7]",,,,undefined,7988,"[5, 2, 4]",True,0,0,0,"[1, 0]","[0, 0, 0]",There are four squares.,response,0,"[5, 7, 8]",22,There are four squares.,"[1, 0]",There are four squares.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2722,True
"[7, 6, 9]",,,,undefined,8412,"[4, 7, 1]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are diamonds.,response,1,"[0, 6, 8]",22,Some but not all of the symbols are hearts.,"[0, 1]",Some of the symbols are circles.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2426,True
"[0, 2, 7]",,,,undefined,6937,"[2, 1, 1]",True,3,0,0,"[1, 0]","[6, 0, 0]",1 + 6 = ?,response,0,"[7, 1, 6]",22,1 + 1 = ?,"[1, 0]",There are four diamonds.,1,0,exh-subclausal,1,15.1128,False,,,"[1, 0, 0]",2431,False
"[6, 4, 1]",,,,undefined,8651,"[12, 5, 7]",True,3,1,1,"[0, 1]","[0, 0, 0]",6 + 9 = ?,filler,1,"[15, 6, 9]",22,5 + 7 = ?,"[0, 1]",There are four stars.,0,1,exh-subclausal,1,15.1128,False,,,"[5, 0, 0]",3376,False
"[7, 6, 1]",,,,undefined,7730,"[8, 0, 8]",True,3,0,1,"[1, 0]","[4, 0, 0]",9 + 7 = ?,filler,0,"[16, 9, 7]",22,0 + 8 = ?,"[1, 0]",Some of the symbols are circles.,1,0,exh-subclausal,0,15.1128,False,,,"[7, 0, 0]",2798,False
"[2, 8, 0]",,,,undefined,7293,"[4, 2, 2]",False,3,0,1,"[1, 0]","[3, 0, 0]",4 + 8 = ?,filler,1,"[12, 4, 8]",22,2 + 2 = ?,"[0, 1]",There are four ticks.,0,1,exh-subclausal,1,15.1128,False,,,"[7, 0, 0]",2557,False
"[7, 5, 0]",,,,undefined,8963,"[9, 3, 4]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four spades.,filler,0,"[3, 1, 5]",22,There are four but no more than four triangles.,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2376,True
"[2, 3, 7]",,,,undefined,7889,"[4, 9, 6]",True,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four squares.,response,0,"[5, 2, 8]",22,There are four but no more than four hearts.,"[1, 0]",There are four ticks.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2730,True
"[3, 2, 6]",,,,undefined,8845,"[15, 8, 7]",True,3,0,0,"[1, 0]","[7, 0, 0]",3 + 5 = ?,response,1,"[8, 3, 5]",22,8 + 7 = ?,"[0, 1]",Some of the symbols are spades.,1,0,exh-subclausal,0,15.1128,True,,,"[3, 0, 0]",4027,True
"[7, 5, 3]",,,,undefined,7314,"[12, 7, 5]",False,3,1,0,"[0, 1]","[3, 0, 0]",2 + 8 = ?,response,1,"[10, 2, 8]",22,7 + 5 = ?,"[0, 1]",Some of the symbols are circles.,1,0,exh-subclausal,0,15.1128,False,,,"[9, 0, 0]",2426,True
"[8, 9, 4]",,,,undefined,8829,"[2, 7, 3]",True,2,1,0,"[0, 1]","[0, 0, 0]",There are four but no more than four circles.,response,0,"[7, 9, 8]",22,There are four but no more than four ticks.,"[1, 0]",There are four notes.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2212,True
"[9, 2, 7]",,,,undefined,7972,"[3, 2, 5]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a circle but nothing else.,response,0,"[7, 5, 6]",22,There is a spade but nothing else.,"[1, 0]",There is a triangle.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2655,True
"[7, 4, 1]",,,,undefined,7891,"[3, 8, 9]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a tick.,filler,0,"[2, 9, 3]",22,There is a spade.,"[1, 0]",There is a circle.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",3152,True
"[4, 9, 6]",,,,undefined,8840,"[0, 1, 4]",True,0,0,0,"[1, 0]","[0, 0, 0]",There are four spades.,response,1,"[3, 5, 0]",22,There are four diamonds.,"[0, 1]",There are four hearts.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2601,True
"[3, 9, 4]",,,,undefined,8732,"[7, 9, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a diamond.,filler,1,"[0, 7, 9]",22,There is a circle.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",3264,True
"[2, 0, 7]",,,,undefined,6917,"[10, 5, 5]",True,3,0,1,"[1, 0]","[4, 0, 0]",1 + 0 = ?,filler,0,"[1, 1, 0]",22,5 + 5 = ?,"[1, 0]",There is a tick.,1,0,exh-subclausal,2,15.1128,False,,,"[6, 0, 0]",2461,False
"[8, 4, 6]",,,,undefined,7218,"[7, 0, 7]",False,3,0,1,"[1, 0]","[0, 0, 0]",9 + 4 = ?,filler,0,"[13, 9, 4]",22,0 + 7 = ?,"[1, 0]",There are four notes.,0,1,exh-subclausal,1,15.1128,False,,,"[3, 0, 0]",2517,True
"[9, 3, 4]",,,,undefined,8621,"[1, 9, 4]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a note.,filler,0,"[8, 3, 7]",22,There is a club.,"[1, 0]",There is a triangle.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",3328,True
"[0, 8, 1]",,,,undefined,8591,"[6, 4, 7]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a heart but nothing else.,response,0,"[4, 1, 3]",22,There is a star but nothing else.,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2660,True
"[4, 3, 7]",,,,undefined,7090,"[6, 5, 1]",False,3,0,0,"[1, 0]","[9, 0, 0]",2 + 9 = ?,response,0,"[11, 2, 9]",22,5 + 1 = ?,"[1, 0]",There are four hearts.,0,1,exh-subclausal,1,15.1128,False,,,"[6, 0, 0]",2122,True
"[8, 7, 4]",,,,undefined,8340,"[9, 8, 7]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are stars.,response,0,"[6, 0, 1]",22,Some of the symbols are triangles.,"[1, 0]",Some of the symbols are notes.,0,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2613,True
"[9, 0, 5]",,,,undefined,8028,"[4, 6, 8]",True,1,1,0,"[0, 1]","[0, 0, 0]",There are four hearts.,response,1,"[4, 0, 7]",22,There are four hearts.,"[0, 1]",There are four triangles.,1,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2267,True
"[3, 2, 9]",,,,undefined,9132,"[8, 4, 6]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a spade.,response,1,"[3, 6, 0]",22,There is a note.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2730,True
"[8, 2, 3]",,,,undefined,7870,"[0, 7, 8]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a square.,response,0,"[5, 6, 4]",22,There is a diamond.,"[1, 0]",There is a note.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2629,True
"[9, 3, 0]",,,,undefined,9287,"[7, 3, 9]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a heart but nothing else.,filler,0,"[4, 5, 0]",22,There is a circle but nothing else.,"[1, 0]",There is a triangle.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2605,True
"[8, 0, 2]",,,,undefined,9259,"[7, 5, 2]",False,3,0,0,"[1, 0]","[9, 0, 0]",6 + 2 = ?,response,1,"[8, 6, 2]",22,5 + 2 = ?,"[0, 1]",Some of the symbols are notes.,0,1,exh-subclausal,0,15.1128,False,,,"[3, 0, 0]",2327,False
"[9, 2, 7]",,,,undefined,7560,"[13, 9, 4]",False,3,0,1,"[1, 0]","[2, 0, 0]",6 + 7 = ?,filler,1,"[13, 6, 7]",22,9 + 4 = ?,"[0, 1]",There is a triangle.,0,1,exh-subclausal,2,15.1128,False,,,"[1, 0, 0]",2562,False
"[4, 9, 7]",,,,undefined,28565,"[4, 0, 2]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a square.,filler,1,"[5, 1, 2]",22,There is a heart.,"[0, 1]",There is a heart.,1,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2600,True
"[6, 9, 0]",,,,undefined,8434,"[9, 8, 3]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,filler,1,"[7, 6, 1]",22,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are stars.,1,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3117,True
"[0, 2, 6]",,,,undefined,9114,"[9, 4, 2]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,filler,1,"[5, 1, 8]",22,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2857,True
"[2, 0, 8]",,,,undefined,7488,"[0, 6, 2]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four spades.,filler,0,"[3, 9, 4]",22,There are four diamonds.,"[1, 0]",There are four ticks.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2464,True
"[2, 6, 1]",,,,undefined,7213,"[7, 6, 9]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four spades.,filler,1,"[3, 4, 8]",22,There are four but no more than four circles.,"[0, 1]",There are four ticks.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2230,True
"[8, 9, 0]",,,,undefined,7750,"[12, 6, 6]",False,3,1,1,"[0, 1]","[9, 0, 0]",4 + 1 = ?,filler,1,"[5, 4, 1]",22,6 + 6 = ?,"[0, 1]",There is a note.,1,0,exh-subclausal,2,15.1128,False,,,"[4, 0, 0]",2797,True
"[4, 1, 2]",,,,undefined,7326,"[6, 5, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a heart.,filler,1,"[4, 9, 2]",22,There is a star.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2732,True
"[6, 9, 1]",,,,undefined,8256,"[5, 4, 6]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are notes.,filler,0,"[8, 9, 1]",22,Some but not all of the symbols are squares.,"[1, 0]",Some of the symbols are stars.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2446,True
"[5, 1, 8]",,,,undefined,7879,"[9, 4, 1]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four spades.,filler,0,"[3, 8, 6]",22,There are four triangles.,"[1, 0]",There are four squares.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2713,True
"[3, 1, 7]",,,,undefined,8134,"[4, 5, 9]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a club.,filler,1,"[1, 2, 0]",22,There is a heart.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2675,True
"[4, 2, 3]",,,,undefined,8163,"[7, 4, 3]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four stars.,filler,1,"[6, 9, 3]",22,There are four circles.,"[0, 1]",There are four hearts.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2630,True
"[8, 3, 2]",,,,undefined,9153,"[2, 8, 4]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are notes.,response,1,"[8, 6, 2]",22,Some but not all of the symbols are ticks.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2994,True
"[5, 9, 8]",,,,undefined,8551,"[6, 0, 7]",True,1,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,response,0,"[5, 9, 6]",22,Some of the symbols are stars.,"[1, 0]",Some of the symbols are squares.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2961,True
"[2, 6, 8]",,,,undefined,8499,"[8, 1, 5]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a diamond but nothing else.,filler,1,"[0, 4, 7]",22,There is a note but nothing else.,"[0, 1]",There is a tick.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2821,True
"[5, 3, 0]",,,,undefined,7764,"[4, 7, 6]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a square.,filler,0,"[5, 6, 3]",22,There is a heart.,"[1, 0]",There is a square.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2685,True
"[4, 7, 8]",,,,undefined,7492,"[7, 5, 8]",True,1,1,0,"[0, 1]","[0, 0, 0]",There are four notes.,response,1,"[8, 9, 7]",22,There are four circles.,"[0, 1]",There are four hearts.,1,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2643,True
"[3, 5, 1]",,,,undefined,7998,"[5, 3, 2]",True,3,1,1,"[0, 1]","[5, 0, 0]",7 + 4 = ?,filler,0,"[11, 7, 4]",22,3 + 2 = ?,"[1, 0]",Some of the symbols are spades.,1,1,exh-subclausal,0,15.1128,False,,,"[3, 0, 0]",2588,False
"[2, 5, 1]",,,,undefined,6933,"[5, 0, 4]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,response,0,"[7, 0, 3]",22,Some of the symbols are squares.,"[1, 0]",Some of the symbols are ticks.,0,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2165,True
"[2, 8, 7]",,,,undefined,7687,"[7, 9, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four stars.,filler,1,"[6, 2, 8]",22,There are four but no more than four circles.,"[0, 1]",There are four ticks.,1,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2753,True
"[4, 2, 8]",,,,undefined,7972,"[3, 2, 1]",False,3,1,1,"[0, 1]","[5, 0, 0]",2 + 7 = ?,filler,1,"[9, 2, 7]",22,2 + 1 = ?,"[0, 1]",There is a heart.,1,0,exh-subclausal,2,15.1128,False,,,"[6, 0, 0]",2532,True
"[0, 8, 7]",,,,undefined,9603,"[5, 0, 8]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a spade.,response,0,"[3, 6, 7]",22,There is a square.,"[1, 0]",There is a diamond.,0,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2640,True
"[3, 2, 5]",,,,undefined,11133,"[6, 5, 4]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,filler,1,"[2, 7, 9]",22,Some of the symbols are stars.,"[0, 1]",Some of the symbols are spades.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",5456,True
"[6, 7, 9]",,,,undefined,9037,"[9, 3, 4]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are triangles.,response,1,"[9, 7, 2]",22,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are stars.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2683,True
"[8, 6, 7]",,,,undefined,7606,"[15, 8, 7]",False,3,1,1,"[0, 1]","[6, 0, 0]",1 + 3 = ?,filler,0,"[4, 1, 3]",22,8 + 7 = ?,"[1, 0]",There are four notes.,1,0,exh-subclausal,1,15.1128,False,,,"[8, 0, 0]",2242,False
"[4, 2, 3]",,,,undefined,7924,"[5, 6, 0]",True,1,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,response,1,"[2, 9, 3]",22,Some of the symbols are squares.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3220,True
"[9, 6, 2]",,,,undefined,8253,"[7, 9, 4]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a circle.,response,1,"[7, 1, 9]",22,There is a circle.,"[0, 1]",There is a triangle.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2342,True
"[4, 2, 3]",,,,undefined,7879,"[3, 8, 9]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a circle.,response,0,"[7, 1, 2]",22,There is a spade.,"[1, 0]",There is a heart.,0,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2801,True
"[1, 4, 3]",,,,undefined,9031,"[5, 4, 1]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four clubs.,response,1,"[1, 3, 2]",22,There are four but no more than four squares.,"[0, 1]",There are four clubs.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",3671,True
"[4, 1, 8]",,,,undefined,7379,"[3, 8, 5]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a note but nothing else.,filler,1,"[8, 7, 9]",22,There is a spade but nothing else.,"[0, 1]",There is a heart.,1,0,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2466,True
"[9, 2, 8]",,,,undefined,6685,"[5, 3, 2]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a club.,filler,1,"[1, 4, 6]",22,There is a square.,"[0, 1]",There is a triangle.,1,1,exh-subclausal,2,15.1128,True,,,"[0, 0, 0]",2451,True
"[0, 5, 3]",,,,undefined,7362,"[2, 2, 0]",False,3,1,0,"[0, 1]","[7, 0, 0]",2 + 2 = ?,response,1,"[4, 2, 2]",22,2 + 0 = ?,"[0, 1]",There are four diamonds.,1,0,exh-subclausal,1,15.1128,False,,,"[6, 0, 0]",2650,True
"[9, 2, 0]",,,,undefined,9349,"[6, 9, 8]",True,0,1,0,"[0, 1]","[0, 0, 0]",There are four hearts.,response,0,"[4, 3, 7]",22,There are four stars.,"[1, 0]",There are four triangles.,0,1,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2729,True
"[1, 3, 2]",,,,undefined,8080,"[14, 9, 5]",False,3,1,0,"[0, 1]","[2, 0, 0]",7 + 2 = ?,response,0,"[9, 7, 2]",22,9 + 5 = ?,"[1, 0]",There is a club.,1,0,exh-subclausal,2,15.1128,False,,,"[7, 0, 0]",2524,False
"[0, 5, 9]",,,,undefined,9499,"[6, 3, 3]",False,3,0,1,"[1, 0]","[4, 0, 0]",1 + 5 = ?,filler,1,"[6, 1, 5]",22,3 + 3 = ?,"[0, 1]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,15.1128,False,,,"[6, 0, 0]",3765,True
"[7, 9, 8]",,,,undefined,9123,"[9, 5, 2]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are triangles.,response,0,"[9, 3, 4]",22,Some but not all of the symbols are triangles.,"[1, 0]",Some of the symbols are circles.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3264,True
"[4, 3, 2]",,,,undefined,10774,"[9, 6, 2]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,filler,1,"[2, 8, 3]",22,Some of the symbols are triangles.,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2597,True
"[0, 6, 5]",,,,undefined,8065,"[15, 7, 8]",False,3,0,0,"[1, 0]","[0, 0, 0]",1 + 1 = ?,response,1,"[2, 1, 1]",22,7 + 8 = ?,"[0, 1]",Some of the symbols are diamonds.,0,1,exh-subclausal,0,15.1128,False,,,"[6, 0, 0]",3460,False
"[4, 7, 0]",,,,undefined,6962,"[10, 3, 7]",True,3,0,0,"[1, 0]","[5, 0, 0]",1 + 6 = ?,response,1,"[7, 1, 6]",22,3 + 7 = ?,"[0, 1]",There is a heart.,1,0,exh-subclausal,2,15.1128,True,,,"[8, 0, 0]",2363,True
"[3, 2, 9]",,,,undefined,6832,"[7, 2, 9]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four squares.,filler,1,"[5, 6, 7]",22,There are four but no more than four circles.,"[0, 1]",There are four spades.,1,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2437,True
"[0, 1, 6]",,,,undefined,8330,"[7, 6, 4]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are clubs.,response,1,"[1, 4, 2]",22,Some of the symbols are circles.,"[0, 1]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",3087,True
"[2, 3, 9]",,,,undefined,7240,"[7, 8, 1]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are spades.,filler,0,"[3, 0, 9]",22,Some of the symbols are circles.,"[1, 0]",Some of the symbols are ticks.,0,1,exh-subclausal,0,15.1128,True,,,"[0, 0, 0]",2230,True
"[7, 1, 5]",,,,undefined,6807,"[3, 0, 6]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four triangles.,response,0,"[9, 0, 2]",22,There are four but no more than four spades.,"[1, 0]",There are four circles.,0,0,exh-subclausal,1,15.1128,True,,,"[0, 0, 0]",2339,True
,bot_check,"[0, 'Margaret']",Margaret,undefined,,,,,,,,,,,,,23,,,,,,,,19.681983333333335,,,1,,,
"[7, 0, 2]",,,,undefined,11023,"[7, 3, 6]",True,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are stars.,filler,0,"[6, 4, 3]",23,Some but not all of the symbols are circles.,"[1, 0]",Some of the symbols are circles.,0,0,exh-subclausal,0,19.681983333333335,True,,,"[0, 0, 0]",3580,True
"[0, 9, 1]",,,,undefined,13154,"[3, 6, 2]",True,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are clubs.,filler,0,"[1, 3, 6]",23,Some but not all of the symbols are spades.,"[1, 0]",Some of the symbols are diamonds.,0,0,exh-subclausal,0,19.681983333333335,True,,,"[0, 0, 0]",2891,True
"[3, 7, 8]",,,,undefined,11075,"[14, 5, 9]",True,3,0,0,"[1, 0]","[8, 0, 0]",9 + 8 = ?,response,1,"[17, 9, 8]",23,5 + 9 = ?,"[0, 1]",There is a spade.,1,0,exh-subclausal,2,19.681983333333335,True,,,"[9, 0, 0]",3756,True
"[1, 2, 7]",,,,undefined,10353,"[3, 3, 0]",True,3,0,1,"[1, 0]","[0, 0, 0]",4 + 3 = ?,filler,1,"[7, 4, 3]",23,3 + 0 = ?,"[0, 1]",There are four clubs.,0,0,exh-subclausal,1,19.681983333333335,False,,,"[7, 0, 0]",4003,False
"[8, 4, 0]",,,,undefined,10704,"[12, 4, 8]",False,3,0,1,"[1, 0]","[5, 0, 0]",9 + 2 = ?,filler,1,"[11, 9, 2]",23,4 + 8 = ?,"[0, 1]",Some of the symbols are notes.,0,1,exh-subclausal,0,19.681983333333335,False,,,"[3, 0, 0]",4799,False
"[0, 7, 2]",,,,undefined,8488,"[9, 1, 4]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a tick.,filler,0,"[2, 8, 4]",23,There is a triangle.,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,19.681983333333335,True,,,"[0, 0, 0]",2681,True
